hap	HSat2_chromosomes	HSat3_chromosomes
NA18522_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18534_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18534_hap2	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18565_hap1	chr1,chr10,chr16	chr1,chr3,chr4,chr5,chr10,chr16,chr20
NA18565_hap2	chr1,chr9,chr10,chr16	chr1,chr3,chr4,chr5,chr9,chr10,chr16,chr20
NA18570_hap1	chr2,chr7,chr9,chr10,chr16	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA18570_hap2	chr2,chr7,chr9,chr10,chr16	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA18608_hap1	chr1,chr7,chr9,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18608_hap2	chr1,chr7,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18620_hap1	chr2,chr7,chr10,chr16	chr2,chr3,chr5,chr7,chr10,chr16
NA18620_hap2	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr5,chr7,chr10,chr16
NA18747_hap1	chr7,chr9,chr10,chr16	chr5,chr7,chr9,chr10,chr16,chr20
NA18747_hap2	chr7,chr9,chr10,chr16	chr5,chr7,chr9,chr10,chr16
NA18879_hap1	chr1,chr7,chr10,chr17	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA18879_hap2	chr1,chr7,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18906_hap1	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18906_hap2	chr1,chr2,chr7,chr10,chr16,chr17	chr2,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18939_hap1	chr9,chr10,chr16,chr17	chr3,chr4,chr5,chr9,chr10,chr16,chr17,chr20
NA18939_hap2	chr1,chr7,chr9,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18940_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18940_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18943_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18943_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18944_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18944_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18945_hap1	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18945_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18948_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18948_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18952_hap1	chr2,chr7,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr10,chr16,chr17,chr20
NA18952_hap2	chr1,chr2,chr7,chr17	chr1,chr2,chr5,chr7,chr17,chr20
NA18959_hap1	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr17,chr20
NA18959_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18960_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18960_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18967_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18967_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18970_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18970_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18971_hap1	chr2,chr7,chr10,chr16	chr2,chr4,chr5,chr7,chr10,chr16,chr20
NA18971_hap2	chr2,chr7,chr10,chr16	chr2,chr4,chr5,chr7,chr10,chr16,chr20
NA18974_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18974_hap2	chr2,chr7,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA18976_hap1	chr2,chr7,chr10,chr16	chr2,chr5,chr7,chr10,chr16
NA18976_hap2	chr2,chr7,chr10,chr16	chr2,chr5,chr7,chr10,chr16
NA18982_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18982_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA18983_hap2	chr1,chr2,chr7,chr9,chr10,chr16	chr1,chr2,chr4,chr7,chr9,chr10,chr16,chr20
NA18989_hap1	chr2,chr7,chr9,chr10,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA18989_hap2	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19036_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19043_hap1	chr7,chr10,chr16,chr17	chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19043_hap2	chr7,chr10,chr16,chr17	chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19087_hap1	chr2,chr7,chr9,chr10	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr20
NA19087_hap2	chr2,chr7,chr9,chr10	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr20
NA19129_hap1	chr1,chr2,chr9,chr10,chr17	chr1,chr2,chr4,chr5,chr9,chr10,chr17,chr20
NA19129_hap2	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19159_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19159_hap2	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19185_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19185_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19238_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19238_hap2	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19239_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19239_hap2	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19240_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19240_hap2	chr1,chr2,chr7,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA19317_hap1	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19317_hap2	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19331_hap1	chr10,chr16	chr3,chr4,chr5,chr10,chr16,chr20
NA19331_hap2	chr2,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr9,chr10,chr16,chr17,chr20
NA19338_hap1	chr2,chr9,chr10,chr16	chr2,chr3,chr4,chr5,chr9,chr10,chr16,chr20
NA19338_hap2	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19347_hap1	chr7,chr9,chr10,chr16,chr17	chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19347_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19384_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19384_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19391_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19391_hap2	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19434_hap1	chr2,chr9,chr10,chr17	chr2,chr4,chr5,chr9,chr10,chr17,chr20
NA19434_hap2	chr2,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr9,chr10,chr16,chr17
NA19443_hap1	chr1,chr2,chr7,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr17,chr20
NA19443_hap2	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19468_hap1	chr2,chr7,chr9,chr10,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19468_hap2	chr2,chr7,chr9,chr10,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19650_hap1	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr7,chr9,chr10,chr17,chr20
NA19650_hap2	chr1,chr7,chr9,chr10,chr16,chr17	chr1,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19682_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19682_hap2	chr2,chr7,chr10,chr17	chr2,chr3,chr5,chr7,chr10,chr17,chr20
NA19700_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19705_hap1	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA19705_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19776_hap1	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA19776_hap2	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA19835_hap1	chr1,chr2,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr10,chr16,chr20
NA19835_hap2	chr1,chr7,chr9,chr10,chr16	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA19836_hap1	chr1,chr2,chr9,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr9,chr10,chr16,chr20
NA19836_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA19909_hap1	chr7,chr17	chr5,chr7,chr17,chr20
NA19983_hap1	chr1,chr2,chr7,chr10,chr17	chr1,chr2,chr4,chr5,chr7,chr10,chr17,chr20
NA19983_hap2	chr1,chr2,chr7,chr9,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr16,chr17,chr20
NA20129_hap1	chr1,chr2,chr7,chr10	chr1,chr2,chr4,chr5,chr7,chr10,chr20
NA20129_hap2	chr1,chr2,chr7,chr9,chr10,chr16	chr1,chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA20282_hap1	chr1,chr2,chr7,chr10,chr16,chr17	chr1,chr2,chr3,chr5,chr7,chr10,chr16,chr17,chr20
NA20282_hap2	chr2,chr7,chr10,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr17,chr20
NA20346_hap1	chr2,chr7,chr10	chr2,chr5,chr7,chr10,chr20
NA20346_hap2	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr20
NA20355_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20355_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20503_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20503_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20509_hap1	chr2,chr7,chr9,chr10,chr17	chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA20509_hap2	chr2,chr9,chr10,chr16,chr17	chr2,chr3,chr4,chr5,chr9,chr10,chr16,chr17,chr20
NA20752_hap1	chr7,chr9,chr10,chr16,chr17	chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20752_hap2	chr7,chr9,chr10,chr16,chr17	chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20762_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20762_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20799_hap1	chr1,chr2,chr7,chr9,chr10,chr17	chr1,chr2,chr4,chr5,chr7,chr9,chr10,chr17,chr20
NA20799_hap2	chr1,chr2,chr7,chr10,chr17	chr1,chr2,chr4,chr5,chr7,chr10,chr17,chr20
NA20805_hap1	chr1,chr7,chr10,chr16	chr1,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA20805_hap2	chr1,chr7,chr9,chr10,chr16	chr1,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA20806_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20806_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20809_hap1	chr2,chr7,chr10	chr2,chr5,chr7,chr10,chr20
NA20809_hap2	chr2,chr7,chr10	chr2,chr5,chr7,chr10,chr20
NA20827_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20827_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20847_hap1	chr1,chr10,chr16,chr17	chr1,chr5,chr10,chr16,chr17,chr20
NA20847_hap2	chr1,chr9,chr10,chr16	chr1,chr3,chr5,chr9,chr10,chr16,chr20
NA20850_hap1	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr4,chr5,chr7,chr10,chr16,chr20
NA20850_hap2	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA20870_hap1	chr2,chr7,chr9,chr10,chr16	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr20
NA20870_hap2	chr2,chr7,chr9,chr10,chr16	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr20
NA20905_hap1	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA20905_hap2	chr2,chr7,chr9,chr10,chr16,chr17	chr2,chr3,chr5,chr7,chr9,chr10,chr16,chr17,chr20
NA21093_hap1	chr1,chr7,chr10,chr16	chr1,chr3,chr5,chr7,chr10,chr16,chr20
NA21093_hap2	chr1,chr7,chr10,chr16	chr1,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA21102_hap1	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr3,chr4,chr5,chr7,chr10,chr16,chr20
NA21102_hap2	chr1,chr2,chr7,chr10,chr16	chr1,chr2,chr4,chr5,chr7,chr10,chr16,chr20
NA21106_hap1	chr1,chr2,chr7,chr9,chr10	chr1,chr2,chr3,chr5,chr7,chr9,chr10
NA21106_hap2	chr1,chr2,chr7,chr9,chr10	chr1,chr2,chr3,chr5,chr7,chr9,chr10
NA21110_hap1	chr1,chr7,chr10,chr16,chr17	chr1,chr3,chr4,chr5,chr7,chr10,chr16,chr17,chr20
NA21110_hap2	chr1,chr2,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr10,chr16,chr17,chr20
NA21144_hap1	chr1,chr2,chr7,chr9,chr10,chr16	chr1,chr2,chr4,chr5,chr7,chr9,chr10,chr16,chr20
NA21144_hap2	chr1,chr2,chr7,chr9,chr10	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr20
NA21309_hap1	chr1,chr7,chr10,chr17	chr1,chr4,chr5,chr7,chr9,chr10,chr17
NA21309_hap2	chr1,chr7,chr9,chr10,chr17	chr1,chr4,chr5,chr7,chr9,chr10,chr17
NA21487_hap1	chr1,chr9,chr10,chr17	chr1,chr5,chr9,chr10,chr17,chr20
NA21487_hap2	chr1,chr7,chr9,chr10,chr17	chr1,chr5,chr7,chr9,chr10,chr17,chr20
chm13v2.0	chr1,chr2,chr7,chr9,chr10,chr16,chr17,chr22,chrY	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr13,chr14,chr15,chr16,chr17,chr20,chr21,chr22,chrY
hg002v1.1_hap1	chr1,chr2,chr7,chr9,chr10,chr16,chr17	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20
hg002v1.1_hap2	chr1,chr2,chr7,chr9,chr10,chr16,chr17,chrY	chr1,chr2,chr3,chr4,chr5,chr7,chr9,chr10,chr16,chr17,chr20,chrY
