sample	hap	chromosome	t2t_pass	in_filtered_fasta	status	HSat2_raw_regions	HSat3_raw_regions
HG02922	HG02922_hap2	chr7	1	1	PASS	21	16
HG02922	HG02922_hap2	chr8	1	1	PASS	0	0
HG02922	HG02922_hap2	chr9	1	1	PASS	1	134
HG02922	HG02922_hap2	chrX	1	1	PASS	0	0
HG02953	HG02953_hap1	chr10	1	1	PASS	4	6
HG02953	HG02953_hap1	chr11	1	1	PASS	0	0
HG02953	HG02953_hap1	chr12	1	1	PASS	0	0
HG02953	HG02953_hap1	chr17	1	1	PASS	2	5
HG02953	HG02953_hap1	chr18	1	1	PASS	0	0
HG02953	HG02953_hap1	chr19	1	1	PASS	0	0
HG02953	HG02953_hap1	chr2	1	1	PASS	11	4
HG02953	HG02953_hap1	chr20	1	1	PASS	0	3
HG02953	HG02953_hap1	chr4	1	1	PASS	0	2
HG02953	HG02953_hap1	chr5	1	1	PASS	0	1
HG02953	HG02953_hap1	chr6	1	1	PASS	0	0
HG02953	HG02953_hap1	chr7	1	1	PASS	17	6
HG02953	HG02953_hap1	chr8	1	1	PASS	0	0
HG02953	HG02953_hap1	chr9	1	1	PASS	1	118
HG02953	HG02953_hap2	chr10	1	1	PASS	4	6
HG02953	HG02953_hap2	chr11	1	1	PASS	0	0
HG02953	HG02953_hap2	chr12	1	1	PASS	0	0
HG02953	HG02953_hap2	chr16	1	1	PASS	17	3
HG02953	HG02953_hap2	chr17	1	1	PASS	2	5
HG02953	HG02953_hap2	chr18	1	1	PASS	0	0
HG02953	HG02953_hap2	chr19	1	1	PASS	0	0
HG02953	HG02953_hap2	chr2	1	1	PASS	11	4
HG02953	HG02953_hap2	chr20	1	1	PASS	0	3
HG02953	HG02953_hap2	chr4	1	1	PASS	0	2
HG02953	HG02953_hap2	chr5	1	1	PASS	0	1
HG02953	HG02953_hap2	chr7	1	1	PASS	21	15
HG02953	HG02953_hap2	chr8	1	1	PASS	0	0
HG02953	HG02953_hap2	chrX	1	1	PASS	0	0
HG02965	HG02965_hap1	chr10	1	1	PASS	4	6
HG02965	HG02965_hap1	chr11	1	1	PASS	0	0
HG02965	HG02965_hap1	chr12	1	1	PASS	0	0
HG02965	HG02965_hap1	chr16	1	1	PASS	19	5
HG02965	HG02965_hap1	chr17	1	1	PASS	2	5
HG02965	HG02965_hap1	chr18	1	1	PASS	0	0
HG02965	HG02965_hap1	chr19	1	1	PASS	0	0
HG02965	HG02965_hap1	chr2	1	1	PASS	11	4
HG02965	HG02965_hap1	chr20	1	1	PASS	0	3
HG02965	HG02965_hap1	chr4	1	1	PASS	0	2
HG02965	HG02965_hap1	chr5	1	1	PASS	0	1
HG02965	HG02965_hap1	chr6	1	1	PASS	0	0
HG02965	HG02965_hap1	chr7	1	1	PASS	18	11
HG02965	HG02965_hap1	chr8	1	1	PASS	0	0
HG02965	HG02965_hap1	chr9	1	1	PASS	1	211
HG02965	HG02965_hap2	chr1	1	1	PASS	7	5
HG02965	HG02965_hap2	chr10	1	1	PASS	4	6
HG02965	HG02965_hap2	chr11	1	1	PASS	0	0
HG02965	HG02965_hap2	chr12	1	1	PASS	0	0
HG02965	HG02965_hap2	chr16	1	1	PASS	18	4
HG02965	HG02965_hap2	chr17	1	1	PASS	2	5
HG02965	HG02965_hap2	chr18	1	1	PASS	0	0
HG02965	HG02965_hap2	chr19	1	1	PASS	0	0
HG02965	HG02965_hap2	chr2	1	1	PASS	11	4
HG02965	HG02965_hap2	chr20	1	1	PASS	0	3
HG02965	HG02965_hap2	chr4	1	1	PASS	0	2
HG02965	HG02965_hap2	chr5	1	1	PASS	0	1
HG02965	HG02965_hap2	chr6	1	1	PASS	0	0
HG02965	HG02965_hap2	chr7	1	1	PASS	21	14
HG02965	HG02965_hap2	chr8	1	1	PASS	0	0
HG02965	HG02965_hap2	chr9	1	1	PASS	1	141
HG02965	HG02965_hap2	chrX	1	1	PASS	0	0
HG02976	HG02976_hap1	chr10	1	1	PASS	4	6
HG02976	HG02976_hap1	chr11	1	1	PASS	0	0
HG02976	HG02976_hap1	chr12	1	1	PASS	0	0
HG02976	HG02976_hap1	chr16	1	1	PASS	20	6
HG02976	HG02976_hap1	chr18	1	1	PASS	0	0
HG02976	HG02976_hap1	chr19	1	1	PASS	0	0
HG02976	HG02976_hap1	chr2	1	1	PASS	11	4
HG02976	HG02976_hap1	chr20	1	1	PASS	0	3
HG02976	HG02976_hap1	chr5	1	1	PASS	0	1
HG02976	HG02976_hap1	chr7	1	1	PASS	21	18
HG02976	HG02976_hap1	chr8	1	1	PASS	0	0
HG02976	HG02976_hap1	chrX	1	1	PASS	0	0
HG02976	HG02976_hap2	chr1	1	1	PASS	7	4
HG02976	HG02976_hap2	chr10	1	1	PASS	4	6
HG02976	HG02976_hap2	chr11	1	1	PASS	0	0
HG02976	HG02976_hap2	chr12	1	1	PASS	0	0
HG02976	HG02976_hap2	chr16	1	1	PASS	18	4
HG02976	HG02976_hap2	chr18	1	1	PASS	0	0
HG02976	HG02976_hap2	chr19	1	1	PASS	0	0
HG02976	HG02976_hap2	chr2	1	1	PASS	11	4
HG02976	HG02976_hap2	chr20	1	1	PASS	0	3
HG02976	HG02976_hap2	chr5	1	1	PASS	0	1
HG02976	HG02976_hap2	chr7	1	1	PASS	20	11
HG02976	HG02976_hap2	chr8	1	1	PASS	0	0
HG02976	HG02976_hap2	chrX	1	1	PASS	0	0
HG02984	HG02984_hap1	chr10	1	1	PASS	4	6
HG02984	HG02984_hap1	chr11	1	1	PASS	0	0
HG02984	HG02984_hap1	chr12	1	1	PASS	0	0
HG02984	HG02984_hap1	chr16	1	1	PASS	19	5
HG02984	HG02984_hap1	chr17	1	1	PASS	2	5
HG02984	HG02984_hap1	chr2	1	1	PASS	11	4
HG02984	HG02984_hap1	chr20	1	1	PASS	0	3
HG02984	HG02984_hap1	chr3	1	1	PASS	0	1
HG02984	HG02984_hap1	chr5	1	1	PASS	0	1
HG02984	HG02984_hap1	chr6	1	1	PASS	0	0
HG02984	HG02984_hap1	chr7	1	1	PASS	22	17
HG02984	HG02984_hap1	chr9	1	1	PASS	1	219
HG02984	HG02984_hap1	chrX	1	1	PASS	0	0
HG02984	HG02984_hap2	chr1	1	1	PASS	7	5
HG02984	HG02984_hap2	chr10	1	1	PASS	4	6
HG02984	HG02984_hap2	chr11	1	1	PASS	0	0
HG02984	HG02984_hap2	chr12	1	1	PASS	0	0
HG02984	HG02984_hap2	chr16	1	1	PASS	14	0
HG02984	HG02984_hap2	chr17	1	1	PASS	2	5
HG02984	HG02984_hap2	chr2	1	1	PASS	7	2
HG02984	HG02984_hap2	chr20	1	1	PASS	0	3
HG02984	HG02984_hap2	chr3	1	1	PASS	0	1
HG02984	HG02984_hap2	chr5	1	1	PASS	0	1
HG02984	HG02984_hap2	chr6	1	1	PASS	0	0
HG02984	HG02984_hap2	chr7	1	1	PASS	22	18
HG02984	HG02984_hap2	chr9	1	1	PASS	1	163
HG03009	HG03009_hap1	chr1	1	1	PASS	8	4
HG03009	HG03009_hap1	chr10	1	1	PASS	4	6
HG03009	HG03009_hap1	chr11	1	1	PASS	0	0
HG03009	HG03009_hap1	chr12	1	1	PASS	0	0
HG03009	HG03009_hap1	chr16	1	1	PASS	17	3
HG03009	HG03009_hap1	chr17	1	1	PASS	2	5
HG03009	HG03009_hap1	chr18	1	1	PASS	0	0
HG03009	HG03009_hap1	chr19	1	1	PASS	0	0
HG03009	HG03009_hap1	chr2	1	1	PASS	11	4
HG03009	HG03009_hap1	chr20	1	1	PASS	0	3
HG03009	HG03009_hap1	chr3	1	1	PASS	0	1
HG03009	HG03009_hap1	chr4	1	1	PASS	0	2
HG03009	HG03009_hap1	chr5	1	1	PASS	0	1
HG03009	HG03009_hap1	chr6	1	1	PASS	0	0
HG03009	HG03009_hap1	chr7	1	1	PASS	24	17
HG03009	HG03009_hap1	chr8	1	1	PASS	0	0
HG03009	HG03009_hap1	chr9	1	1	PASS	1	158
HG03009	HG03009_hap2	chr1	1	1	PASS	7	4
HG03009	HG03009_hap2	chr10	1	1	PASS	4	6
HG03009	HG03009_hap2	chr11	1	1	PASS	0	0
HG03009	HG03009_hap2	chr12	1	1	PASS	0	0
HG03009	HG03009_hap2	chr16	1	1	PASS	20	6
HG03009	HG03009_hap2	chr17	1	1	PASS	2	5
HG03009	HG03009_hap2	chr18	1	1	PASS	0	0
HG03009	HG03009_hap2	chr19	1	1	PASS	0	0
HG03009	HG03009_hap2	chr2	1	1	PASS	7	2
HG03009	HG03009_hap2	chr20	1	1	PASS	0	3
HG03009	HG03009_hap2	chr3	1	1	PASS	0	1
HG03009	HG03009_hap2	chr4	1	1	PASS	0	2
HG03009	HG03009_hap2	chr5	1	1	PASS	0	1
HG03009	HG03009_hap2	chr6	1	1	PASS	0	0
HG03009	HG03009_hap2	chr7	1	1	PASS	23	18
HG03009	HG03009_hap2	chr8	1	1	PASS	0	0
HG03009	HG03009_hap2	chr9	1	1	PASS	1	132
HG03009	HG03009_hap2	chrX	1	1	PASS	0	0
HG03017	HG03017_hap1	chr1	1	1	PASS	7	4
HG03017	HG03017_hap1	chr10	1	1	PASS	4	6
HG03017	HG03017_hap1	chr11	1	1	PASS	0	0
HG03017	HG03017_hap1	chr12	1	1	PASS	0	0
HG03017	HG03017_hap1	chr16	1	1	PASS	20	6
HG03017	HG03017_hap1	chr17	1	1	PASS	2	5
HG03017	HG03017_hap1	chr18	1	1	PASS	0	0
HG03017	HG03017_hap1	chr19	1	1	PASS	0	0
HG03017	HG03017_hap1	chr2	1	1	PASS	7	2
HG03017	HG03017_hap1	chr20	1	1	PASS	0	3
HG03017	HG03017_hap1	chr4	1	1	PASS	0	2
HG03017	HG03017_hap1	chr5	1	1	PASS	0	1
HG03017	HG03017_hap1	chr6	1	1	PASS	0	0
HG03017	HG03017_hap1	chr7	1	1	PASS	22	21
HG03017	HG03017_hap1	chr8	1	1	PASS	0	0
HG03017	HG03017_hap1	chr9	1	1	PASS	1	220
HG03017	HG03017_hap1	chrX	1	1	PASS	0	0
HG03017	HG03017_hap2	chr1	1	1	PASS	7	4
HG03017	HG03017_hap2	chr10	1	1	PASS	4	6
HG03017	HG03017_hap2	chr11	1	1	PASS	0	0
HG03017	HG03017_hap2	chr12	1	1	PASS	0	0
HG03017	HG03017_hap2	chr16	1	1	PASS	17	3
HG03017	HG03017_hap2	chr17	1	1	PASS	2	5
HG03017	HG03017_hap2	chr18	1	1	PASS	0	0
HG03017	HG03017_hap2	chr19	1	1	PASS	0	0
HG03017	HG03017_hap2	chr2	1	1	PASS	11	4
HG03017	HG03017_hap2	chr20	1	1	PASS	0	3
HG03017	HG03017_hap2	chr4	1	1	PASS	0	2
HG03017	HG03017_hap2	chr5	1	1	PASS	0	1
HG03017	HG03017_hap2	chr6	1	1	PASS	0	0
HG03017	HG03017_hap2	chr7	1	1	PASS	21	15
HG03017	HG03017_hap2	chr8	1	1	PASS	0	0
HG03017	HG03017_hap2	chr9	1	1	PASS	1	107
HG03041	HG03041_hap1	chr1	1	1	PASS	7	5
HG03041	HG03041_hap1	chr10	1	1	PASS	3	6
HG03041	HG03041_hap1	chr11	1	1	PASS	0	0
HG03041	HG03041_hap1	chr12	1	1	PASS	0	0
HG03041	HG03041_hap1	chr16	1	1	PASS	17	3
HG03041	HG03041_hap1	chr17	1	1	PASS	2	5
HG03041	HG03041_hap1	chr18	1	1	PASS	0	0
HG03041	HG03041_hap1	chr19	1	1	PASS	0	0
HG03041	HG03041_hap1	chr2	1	1	PASS	11	4
HG03041	HG03041_hap1	chr20	1	1	PASS	0	3
HG03041	HG03041_hap1	chr3	1	1	PASS	0	1
HG03041	HG03041_hap1	chr4	1	1	PASS	0	2
HG03041	HG03041_hap1	chr5	1	1	PASS	0	1
HG03041	HG03041_hap1	chr7	1	1	PASS	23	14
HG03041	HG03041_hap1	chr8	1	1	PASS	0	0
HG03041	HG03041_hap1	chr9	1	1	PASS	1	132
HG03041	HG03041_hap1	chrX	1	1	PASS	0	0
HG03041	HG03041_hap2	chr1	1	1	PASS	7	5
HG03041	HG03041_hap2	chr10	1	1	PASS	4	6
HG03041	HG03041_hap2	chr11	1	1	PASS	0	0
HG03041	HG03041_hap2	chr12	1	1	PASS	0	0
HG03041	HG03041_hap2	chr16	1	1	PASS	17	3
HG03041	HG03041_hap2	chr17	1	1	PASS	2	5
HG03041	HG03041_hap2	chr18	1	1	PASS	0	0
HG03041	HG03041_hap2	chr19	1	1	PASS	0	0
HG03041	HG03041_hap2	chr2	1	1	PASS	11	4
HG03041	HG03041_hap2	chr20	1	1	PASS	0	3
HG03041	HG03041_hap2	chr3	1	1	PASS	0	1
HG03041	HG03041_hap2	chr4	1	1	PASS	0	2
HG03041	HG03041_hap2	chr5	1	1	PASS	0	1
HG03041	HG03041_hap2	chr7	1	1	PASS	22	17
HG03041	HG03041_hap2	chr8	1	1	PASS	0	0
HG03041	HG03041_hap2	chr9	1	1	PASS	1	170
HG03041	HG03041_hap2	chrX	1	1	PASS	0	0
HG03050	HG03050_hap1	chr1	1	1	PASS	7	5
HG03050	HG03050_hap1	chr10	1	1	PASS	4	6
HG03050	HG03050_hap1	chr11	1	1	PASS	0	0
HG03050	HG03050_hap1	chr12	1	1	PASS	0	0
HG03050	HG03050_hap1	chr16	1	1	PASS	19	5
HG03050	HG03050_hap1	chr18	1	1	PASS	0	0
HG03050	HG03050_hap1	chr19	1	1	PASS	0	0
HG03050	HG03050_hap1	chr20	1	1	PASS	0	3
HG03050	HG03050_hap1	chr3	1	1	PASS	0	1
HG03050	HG03050_hap1	chr4	1	1	PASS	0	2
HG03050	HG03050_hap1	chr5	1	1	PASS	0	1
HG03050	HG03050_hap1	chr6	1	1	PASS	0	0
HG03050	HG03050_hap1	chr7	1	1	PASS	17	13
HG03050	HG03050_hap1	chr8	1	1	PASS	0	0
HG03050	HG03050_hap1	chr9	1	1	PASS	1	227
HG03050	HG03050_hap1	chrX	1	1	PASS	0	0
HG03050	HG03050_hap2	chr1	1	1	PASS	7	5
HG03050	HG03050_hap2	chr10	1	1	PASS	4	6
HG03050	HG03050_hap2	chr11	1	1	PASS	0	0
HG03050	HG03050_hap2	chr12	1	1	PASS	0	0
HG03050	HG03050_hap2	chr16	1	1	PASS	20	6
HG03050	HG03050_hap2	chr18	1	1	PASS	0	0
HG03050	HG03050_hap2	chr19	1	1	PASS	0	0
HG03050	HG03050_hap2	chr20	1	1	PASS	0	3
HG03050	HG03050_hap2	chr3	1	1	PASS	0	1
HG03050	HG03050_hap2	chr4	1	1	PASS	0	2
HG03050	HG03050_hap2	chr5	1	1	PASS	0	4
HG03050	HG03050_hap2	chr6	1	1	PASS	0	0
HG03050	HG03050_hap2	chr7	1	1	PASS	21	17
HG03050	HG03050_hap2	chr8	1	1	PASS	0	0
HG03050	HG03050_hap2	chr9	1	1	PASS	1	177
HG03065	HG03065_hap1	chr10	1	1	PASS	4	6
HG03065	HG03065_hap1	chr11	1	1	PASS	0	0
HG03065	HG03065_hap1	chr12	1	1	PASS	0	0
HG03065	HG03065_hap1	chr16	1	1	PASS	19	5
HG03065	HG03065_hap1	chr17	1	1	PASS	2	5
HG03065	HG03065_hap1	chr19	1	1	PASS	0	0
HG03065	HG03065_hap1	chr2	1	1	PASS	11	4
HG03065	HG03065_hap1	chr20	1	1	PASS	0	3
HG03065	HG03065_hap1	chr3	1	1	PASS	0	1
HG03065	HG03065_hap1	chr4	1	1	PASS	0	2
HG03065	HG03065_hap1	chr5	1	1	PASS	0	1
HG03065	HG03065_hap1	chr6	1	1	PASS	0	0
HG03065	HG03065_hap1	chr7	1	1	PASS	23	15
HG03065	HG03065_hap1	chr9	1	1	PASS	1	136
HG03065	HG03065_hap2	chr1	1	1	PASS	7	5
HG03065	HG03065_hap2	chr10	1	1	PASS	4	6
HG03065	HG03065_hap2	chr11	1	1	PASS	0	0
HG03065	HG03065_hap2	chr12	1	1	PASS	0	0
HG03065	HG03065_hap2	chr17	1	1	PASS	2	5
HG03065	HG03065_hap2	chr18	1	1	PASS	0	0
HG03065	HG03065_hap2	chr19	1	1	PASS	0	0
HG03065	HG03065_hap2	chr2	1	1	PASS	11	4
HG03065	HG03065_hap2	chr20	1	1	PASS	0	3
HG03065	HG03065_hap2	chr3	1	1	PASS	0	1
HG03065	HG03065_hap2	chr5	1	1	PASS	0	1
HG03065	HG03065_hap2	chr6	1	1	PASS	0	0
HG03065	HG03065_hap2	chr7	1	1	PASS	22	16
HG03065	HG03065_hap2	chr8	1	1	PASS	0	0
HG03065	HG03065_hap2	chrX	1	1	PASS	0	0
HG03098	HG03098_hap1	chr10	1	1	PASS	4	6
HG03098	HG03098_hap1	chr11	1	1	PASS	0	0
HG03098	HG03098_hap1	chr12	1	1	PASS	0	0
HG03098	HG03098_hap1	chr16	1	1	PASS	20	6
HG03098	HG03098_hap1	chr17	1	1	PASS	2	5
HG03098	HG03098_hap1	chr18	1	1	PASS	0	0
HG03098	HG03098_hap1	chr19	1	1	PASS	0	0
HG03098	HG03098_hap1	chr2	1	1	PASS	9	4
HG03098	HG03098_hap1	chr20	1	1	PASS	0	3
HG03098	HG03098_hap1	chr4	1	1	PASS	0	2
HG03098	HG03098_hap1	chr5	1	1	PASS	0	1
HG03098	HG03098_hap1	chr6	1	1	PASS	0	0
HG03098	HG03098_hap1	chr7	1	1	PASS	20	16
HG03098	HG03098_hap1	chr8	1	1	PASS	0	0
HG03098	HG03098_hap1	chrX	1	1	PASS	0	0
HG03098	HG03098_hap2	chr10	1	1	PASS	4	6
HG03098	HG03098_hap2	chr11	1	1	PASS	0	0
HG03098	HG03098_hap2	chr12	1	1	PASS	0	0
HG03098	HG03098_hap2	chr16	1	1	PASS	19	5
HG03098	HG03098_hap2	chr17	1	1	PASS	2	5
HG03098	HG03098_hap2	chr18	1	1	PASS	0	0
HG03098	HG03098_hap2	chr19	1	1	PASS	0	0
HG03098	HG03098_hap2	chr20	1	1	PASS	0	3
HG03098	HG03098_hap2	chr4	1	1	PASS	0	2
HG03098	HG03098_hap2	chr5	1	1	PASS	0	1
HG03098	HG03098_hap2	chr6	1	1	PASS	0	0
HG03098	HG03098_hap2	chr7	1	1	PASS	24	15
HG03098	HG03098_hap2	chr8	1	1	PASS	0	0
HG03098	HG03098_hap2	chr9	1	1	PASS	1	188
HG03130	HG03130_hap1	chr1	1	1	PASS	7	5
HG03130	HG03130_hap1	chr10	1	1	PASS	4	6
HG03130	HG03130_hap1	chr11	1	1	PASS	0	0
HG03130	HG03130_hap1	chr12	1	1	PASS	0	0
HG03130	HG03130_hap1	chr19	1	1	PASS	0	0
HG03130	HG03130_hap1	chr2	1	1	PASS	11	4
HG03130	HG03130_hap1	chr20	1	1	PASS	0	3
HG03130	HG03130_hap1	chr4	1	1	PASS	0	2
HG03130	HG03130_hap1	chr5	1	1	PASS	0	1
HG03130	HG03130_hap1	chr7	1	1	PASS	23	18
HG03130	HG03130_hap1	chr8	1	1	PASS	0	0
HG03130	HG03130_hap1	chr9	1	1	PASS	1	209
HG03130	HG03130_hap2	chr1	1	1	PASS	8	5
HG03130	HG03130_hap2	chr10	1	1	PASS	4	6
HG03130	HG03130_hap2	chr11	1	1	PASS	0	0
HG03130	HG03130_hap2	chr12	1	1	PASS	0	0
HG03130	HG03130_hap2	chr18	1	1	PASS	0	0
HG03130	HG03130_hap2	chr19	1	1	PASS	0	0
HG03130	HG03130_hap2	chr2	1	1	PASS	9	4
HG03130	HG03130_hap2	chr4	1	1	PASS	0	2
HG03130	HG03130_hap2	chr5	1	1	PASS	0	1
HG03130	HG03130_hap2	chr7	1	1	PASS	21	17
HG03130	HG03130_hap2	chr8	1	1	PASS	0	0
HG03130	HG03130_hap2	chr9	1	1	PASS	1	129
HG03130	HG03130_hap2	chrX	1	1	PASS	0	0
HG03139	HG03139_hap1	chr1	1	1	PASS	9	5
HG03139	HG03139_hap1	chr10	1	1	PASS	4	6
HG03139	HG03139_hap1	chr11	1	1	PASS	0	0
HG03139	HG03139_hap1	chr16	1	1	PASS	18	4
HG03139	HG03139_hap1	chr17	1	1	PASS	2	5
HG03139	HG03139_hap1	chr18	1	1	PASS	0	0
HG03139	HG03139_hap1	chr19	1	1	PASS	0	0
HG03139	HG03139_hap1	chr2	1	1	PASS	11	4
HG03139	HG03139_hap1	chr20	1	1	PASS	0	3
HG03139	HG03139_hap1	chr3	1	1	PASS	0	1
HG03139	HG03139_hap1	chr4	1	1	PASS	0	2
HG03139	HG03139_hap1	chr5	1	1	PASS	0	1
HG03139	HG03139_hap1	chr6	1	1	PASS	0	0
HG03139	HG03139_hap1	chr7	1	1	PASS	22	17
HG03139	HG03139_hap1	chr8	1	1	PASS	0	0
HG03139	HG03139_hap1	chr9	1	1	PASS	1	163
HG03139	HG03139_hap2	chr1	1	1	PASS	7	5
HG03139	HG03139_hap2	chr10	1	1	PASS	4	5
HG03139	HG03139_hap2	chr11	1	1	PASS	0	0
HG03139	HG03139_hap2	chr12	1	1	PASS	0	0
HG03139	HG03139_hap2	chr16	1	1	PASS	19	5
HG03139	HG03139_hap2	chr17	1	1	PASS	2	5
HG03139	HG03139_hap2	chr18	1	1	PASS	0	0
HG03139	HG03139_hap2	chr19	1	1	PASS	0	0
HG03139	HG03139_hap2	chr2	1	1	PASS	11	4
HG03139	HG03139_hap2	chr20	1	1	PASS	0	3
HG03139	HG03139_hap2	chr3	1	1	PASS	0	1
HG03139	HG03139_hap2	chr4	1	1	PASS	0	2
HG03139	HG03139_hap2	chr5	1	1	PASS	0	1
HG03139	HG03139_hap2	chr6	1	1	PASS	0	0
HG03139	HG03139_hap2	chr7	1	1	PASS	22	16
HG03139	HG03139_hap2	chr8	1	1	PASS	0	0
HG03139	HG03139_hap2	chr9	1	1	PASS	1	168
HG03139	HG03139_hap2	chrX	1	1	PASS	0	0
HG03195	HG03195_hap1	chr1	1	1	PASS	7	4
HG03195	HG03195_hap1	chr10	1	1	PASS	4	6
HG03195	HG03195_hap1	chr12	1	1	PASS	0	0
HG03195	HG03195_hap1	chr16	1	1	PASS	19	5
HG03195	HG03195_hap1	chr17	1	1	PASS	2	5
HG03195	HG03195_hap1	chr18	1	1	PASS	0	0
HG03195	HG03195_hap1	chr19	1	1	PASS	0	0
HG03195	HG03195_hap1	chr2	1	1	PASS	11	4
HG03195	HG03195_hap1	chr3	1	1	PASS	0	1
HG03195	HG03195_hap1	chr5	1	1	PASS	0	1
HG03195	HG03195_hap1	chr7	1	1	PASS	19	11
HG03195	HG03195_hap1	chr8	1	1	PASS	0	0
HG03195	HG03195_hap1	chr9	1	1	PASS	1	237
HG03195	HG03195_hap1	chrX	1	1	PASS	0	0
HG03195	HG03195_hap2	chr1	1	1	PASS	8	4
HG03195	HG03195_hap2	chr10	1	1	PASS	4	6
HG03195	HG03195_hap2	chr12	1	1	PASS	0	0
HG03195	HG03195_hap2	chr16	1	1	PASS	17	3
HG03195	HG03195_hap2	chr17	1	1	PASS	2	5
HG03195	HG03195_hap2	chr18	1	1	PASS	0	0
HG03195	HG03195_hap2	chr19	1	1	PASS	0	0
HG03195	HG03195_hap2	chr2	1	1	PASS	11	4
HG03195	HG03195_hap2	chr20	1	1	PASS	0	3
HG03195	HG03195_hap2	chr3	1	1	PASS	0	1
HG03195	HG03195_hap2	chr5	1	1	PASS	0	1
HG03195	HG03195_hap2	chr7	1	1	PASS	24	17
HG03195	HG03195_hap2	chr8	1	1	PASS	0	0
HG03195	HG03195_hap2	chr9	1	1	PASS	1	137
HG03195	HG03195_hap2	chrX	1	1	PASS	0	0
HG03209	HG03209_hap1	chr10	1	1	PASS	4	6
HG03209	HG03209_hap1	chr11	1	1	PASS	0	0
HG03209	HG03209_hap1	chr12	1	1	PASS	0	0
HG03209	HG03209_hap1	chr16	1	1	PASS	19	5
HG03209	HG03209_hap1	chr17	1	1	PASS	2	5
HG03209	HG03209_hap1	chr18	1	1	PASS	0	0
HG03209	HG03209_hap1	chr19	1	1	PASS	0	0
HG03209	HG03209_hap1	chr2	1	1	PASS	11	4
HG03209	HG03209_hap1	chr20	1	1	PASS	0	3
HG03209	HG03209_hap1	chr3	1	1	PASS	0	1
HG03209	HG03209_hap1	chr4	1	1	PASS	0	2
HG03209	HG03209_hap1	chr5	1	1	PASS	0	1
HG03209	HG03209_hap1	chr6	1	1	PASS	0	0
HG03209	HG03209_hap1	chr7	1	1	PASS	20	16
HG03209	HG03209_hap1	chr8	1	1	PASS	0	0
HG03209	HG03209_hap2	chr10	1	1	PASS	4	6
HG03209	HG03209_hap2	chr11	1	1	PASS	0	0
HG03209	HG03209_hap2	chr12	1	1	PASS	0	0
HG03209	HG03209_hap2	chr16	1	1	PASS	19	4
HG03209	HG03209_hap2	chr17	1	1	PASS	2	5
HG03209	HG03209_hap2	chr18	1	1	PASS	0	0
HG03209	HG03209_hap2	chr19	1	1	PASS	0	0
HG03209	HG03209_hap2	chr2	1	1	PASS	11	4
HG03209	HG03209_hap2	chr20	1	1	PASS	0	3
HG03209	HG03209_hap2	chr3	1	1	PASS	0	1
HG03209	HG03209_hap2	chr4	1	1	PASS	0	2
HG03209	HG03209_hap2	chr5	1	1	PASS	0	1
HG03209	HG03209_hap2	chr6	1	1	PASS	0	0
HG03209	HG03209_hap2	chr7	1	1	PASS	24	16
HG03209	HG03209_hap2	chr8	1	1	PASS	0	0
HG03209	HG03209_hap2	chr9	1	1	PASS	1	114
HG03209	HG03209_hap2	chrX	1	1	PASS	0	0
HG03225	HG03225_hap1	chr1	1	1	PASS	7	5
HG03225	HG03225_hap1	chr10	1	1	PASS	4	6
HG03225	HG03225_hap1	chr11	1	1	PASS	0	0
HG03225	HG03225_hap1	chr12	1	1	PASS	0	0
HG03225	HG03225_hap1	chr16	1	1	PASS	22	7
HG03225	HG03225_hap1	chr17	1	1	PASS	2	5
HG03225	HG03225_hap1	chr18	1	1	PASS	0	0
HG03225	HG03225_hap1	chr19	1	1	PASS	0	0
HG03225	HG03225_hap1	chr2	1	1	PASS	7	2
HG03225	HG03225_hap1	chr20	1	1	PASS	0	3
HG03225	HG03225_hap1	chr4	1	1	PASS	0	2
HG03225	HG03225_hap1	chr5	1	1	PASS	0	1
HG03225	HG03225_hap1	chr6	1	1	PASS	0	0
HG03225	HG03225_hap1	chr7	1	1	PASS	22	19
HG03225	HG03225_hap1	chr8	1	1	PASS	0	0
HG03225	HG03225_hap1	chr9	1	1	PASS	1	160
HG03225	HG03225_hap2	chr1	1	1	PASS	9	5
HG03225	HG03225_hap2	chr10	1	1	PASS	4	6
HG03225	HG03225_hap2	chr11	1	1	PASS	0	0
HG03225	HG03225_hap2	chr12	1	1	PASS	0	0
HG03225	HG03225_hap2	chr16	1	1	PASS	17	3
HG03225	HG03225_hap2	chr17	1	1	PASS	2	5
HG03225	HG03225_hap2	chr18	1	1	PASS	0	0
HG03225	HG03225_hap2	chr19	1	1	PASS	0	0
HG03225	HG03225_hap2	chr2	1	1	PASS	11	4
HG03225	HG03225_hap2	chr20	1	1	PASS	0	3
HG03225	HG03225_hap2	chr3	1	1	PASS	0	1
HG03225	HG03225_hap2	chr4	1	1	PASS	0	2
HG03225	HG03225_hap2	chr5	1	1	PASS	0	1
HG03225	HG03225_hap2	chr6	1	1	PASS	0	0
HG03225	HG03225_hap2	chr7	1	1	PASS	19	13
HG03225	HG03225_hap2	chr8	1	1	PASS	0	0
HG03225	HG03225_hap2	chr9	1	1	PASS	1	199
HG03239	HG03239_hap1	chr10	1	1	PASS	4	6
HG03239	HG03239_hap1	chr11	1	1	PASS	0	0
HG03239	HG03239_hap1	chr12	1	1	PASS	0	0
HG03239	HG03239_hap1	chr16	1	1	PASS	19	5
HG03239	HG03239_hap1	chr17	1	1	PASS	2	5
