hap	chromosome	region	interval_count	bp	ACGT_bp	non_ACGT_bp	valid_16mer_starts
HG02391_hap2	chr2	background	10	241650837	241650837	0	241650704
HG02391_hap2	chr20	HSat2	0	0	0	0	0
HG02391_hap2	chr20	HSat3	3	626262	626262	0	626217
HG02391_hap2	chr20	HSat23	3	626262	626262	0	626217
HG02391_hap2	chr20	ambiguous	0	0	0	0	0
HG02391_hap2	chr20	background	4	67154396	67154396	0	67154336
HG02391_hap2	chr4	HSat2	0	0	0	0	0
HG02391_hap2	chr4	HSat3	2	256730	256730	0	256700
HG02391_hap2	chr4	HSat23	2	256730	256730	0	256700
HG02391_hap2	chr4	ambiguous	0	0	0	0	0
HG02391_hap2	chr4	background	3	191372648	191372648	0	191372603
HG02391_hap2	chr5	HSat2	0	0	0	0	0
HG02391_hap2	chr5	HSat3	1	724568	724568	0	724553
HG02391_hap2	chr5	HSat23	1	724568	724568	0	724553
HG02391_hap2	chr5	ambiguous	0	0	0	0	0
HG02391_hap2	chr5	background	2	182090244	181789577	300667	181789532
HG02391_hap2	chr6	HSat2	0	0	0	0	0
HG02391_hap2	chr6	HSat3	0	0	0	0	0
HG02391_hap2	chr6	HSat23	0	0	0	0	0
HG02391_hap2	chr6	ambiguous	0	0	0	0	0
HG02391_hap2	chr6	background	1	173007658	172774999	232659	172774954
HG02391_hap2	chr7	HSat2	21	346749	346749	0	346434
HG02391_hap2	chr7	HSat3	17	472570	472570	0	472315
HG02391_hap2	chr7	HSat23	23	819319	819319	0	818974
HG02391_hap2	chr7	ambiguous	0	0	0	0	0
HG02391_hap2	chr7	background	24	160646410	160646410	0	160646078
HG02391_hap2	chr8	HSat2	0	0	0	0	0
HG02391_hap2	chr8	HSat3	0	0	0	0	0
HG02391_hap2	chr8	HSat23	0	0	0	0	0
HG02391_hap2	chr8	ambiguous	0	0	0	0	0
HG02391_hap2	chr8	background	1	146297034	146297034	0	146297019
HG02391_hap2	chr9	HSat2	1	34938	34938	0	34923
HG02391_hap2	chr9	HSat3	38	12288598	12288598	0	12288028
HG02391_hap2	chr9	HSat23	39	12323536	12323536	0	12322951
HG02391_hap2	chr9	ambiguous	0	0	0	0	0
HG02391_hap2	chr9	background	40	126485562	126485562	0	126485190
HG02391_hap2	chrX	HSat2	0	0	0	0	0
HG02391_hap2	chrX	HSat3	0	0	0	0	0
HG02391_hap2	chrX	HSat23	0	0	0	0	0
HG02391_hap2	chrX	ambiguous	0	0	0	0	0
HG02391_hap2	chrX	background	1	70884276	70884276	0	70884261
HG02392_hap1	chr1	HSat2	7	9671708	9671708	0	9671603
HG02392_hap1	chr1	HSat3	4	525080	525080	0	525020
HG02392_hap1	chr1	HSat23	11	10196788	10196788	0	10196623
HG02392_hap1	chr1	ambiguous	0	0	0	0	0
HG02392_hap1	chr1	background	12	235580136	235580136	0	235579976
HG02392_hap1	chr10	HSat2	4	959530	959530	0	959470
HG02392_hap1	chr10	HSat3	6	594610	594610	0	594520
HG02392_hap1	chr10	HSat23	8	1554140	1554140	0	1554020
HG02392_hap1	chr10	ambiguous	0	0	0	0	0
HG02392_hap1	chr10	background	9	133803493	133803493	0	133803358
HG02392_hap1	chr11	HSat2	0	0	0	0	0
HG02392_hap1	chr11	HSat3	0	0	0	0	0
HG02392_hap1	chr11	HSat23	0	0	0	0	0
HG02392_hap1	chr11	ambiguous	0	0	0	0	0
HG02392_hap1	chr11	background	1	133568852	133568852	0	133568837
HG02392_hap1	chr12	HSat2	0	0	0	0	0
HG02392_hap1	chr12	HSat3	0	0	0	0	0
HG02392_hap1	chr12	HSat23	0	0	0	0	0
HG02392_hap1	chr12	ambiguous	0	0	0	0	0
HG02392_hap1	chr12	background	1	133150949	133150949	0	133150934
HG02392_hap1	chr16	HSat2	19	7287278	7287178	100	7286878
HG02392_hap1	chr16	HSat3	6	17201	17201	0	17111
HG02392_hap1	chr16	HSat23	15	7304479	7304379	100	7304139
HG02392_hap1	chr16	ambiguous	0	0	0	0	0
HG02392_hap1	chr16	background	16	63501873	63501873	0	63501636
HG02392_hap1	chr19	HSat2	0	0	0	0	0
HG02392_hap1	chr19	HSat3	0	0	0	0	0
HG02392_hap1	chr19	HSat23	0	0	0	0	0
HG02392_hap1	chr19	ambiguous	0	0	0	0	0
HG02392_hap1	chr19	background	1	60706436	60706436	0	60706421
HG02392_hap1	chr2	HSat2	7	666461	666461	0	666356
HG02392_hap1	chr2	HSat3	4	59319	59319	0	59259
HG02392_hap1	chr2	HSat23	9	725780	725780	0	725645
HG02392_hap1	chr2	ambiguous	0	0	0	0	0
HG02392_hap1	chr2	background	10	241777704	241777704	0	241777571
HG02392_hap1	chr20	HSat2	0	0	0	0	0
HG02392_hap1	chr20	HSat3	3	1179614	1179614	0	1179569
HG02392_hap1	chr20	HSat23	3	1179614	1179614	0	1179569
HG02392_hap1	chr20	ambiguous	0	0	0	0	0
HG02392_hap1	chr20	background	4	63864454	63864454	0	63864394
HG02392_hap1	chr4	HSat2	0	0	0	0	0
HG02392_hap1	chr4	HSat3	2	181288	181288	0	181258
HG02392_hap1	chr4	HSat23	2	181288	181288	0	181258
HG02392_hap1	chr4	ambiguous	0	0	0	0	0
HG02392_hap1	chr4	background	3	192156739	192140869	15870	192140794
HG02392_hap1	chr5	HSat2	0	0	0	0	0
HG02392_hap1	chr5	HSat3	1	822911	822911	0	822896
HG02392_hap1	chr5	HSat23	1	822911	822911	0	822896
HG02392_hap1	chr5	ambiguous	0	0	0	0	0
HG02392_hap1	chr5	background	2	183353238	183353138	100	183353093
HG02392_hap1	chr6	HSat2	0	0	0	0	0
HG02392_hap1	chr6	HSat3	0	0	0	0	0
HG02392_hap1	chr6	HSat23	0	0	0	0	0
HG02392_hap1	chr6	ambiguous	0	0	0	0	0
HG02392_hap1	chr6	background	1	170481550	170481550	0	170481535
HG02392_hap1	chr8	HSat2	0	0	0	0	0
HG02392_hap1	chr8	HSat3	0	0	0	0	0
HG02392_hap1	chr8	HSat23	0	0	0	0	0
HG02392_hap1	chr8	ambiguous	0	0	0	0	0
HG02392_hap1	chr8	background	1	146864744	146864744	0	146864729
HG02392_hap2	chr1	HSat2	6	22090303	22090303	0	22090213
HG02392_hap2	chr1	HSat3	4	458666	458666	0	458606
HG02392_hap2	chr1	HSat23	10	22548969	22548969	0	22548819
HG02392_hap2	chr1	ambiguous	0	0	0	0	0
HG02392_hap2	chr1	background	11	233627601	231670818	1956783	231670673
HG02392_hap2	chr10	HSat2	4	778464	778464	0	778404
HG02392_hap2	chr10	HSat3	6	587099	587099	0	587009
HG02392_hap2	chr10	HSat23	8	1365563	1365563	0	1365443
HG02392_hap2	chr10	ambiguous	0	0	0	0	0
HG02392_hap2	chr10	background	9	133628381	133628381	0	133628246
HG02392_hap2	chr11	HSat2	0	0	0	0	0
HG02392_hap2	chr11	HSat3	0	0	0	0	0
HG02392_hap2	chr11	HSat23	0	0	0	0	0
HG02392_hap2	chr11	ambiguous	0	0	0	0	0
HG02392_hap2	chr11	background	1	134867290	134867290	0	134867275
HG02392_hap2	chr12	HSat2	0	0	0	0	0
HG02392_hap2	chr12	HSat3	0	0	0	0	0
HG02392_hap2	chr12	HSat23	0	0	0	0	0
HG02392_hap2	chr12	ambiguous	0	0	0	0	0
HG02392_hap2	chr12	background	1	133728133	133728133	0	133728118
HG02392_hap2	chr16	HSat2	16	12182734	12182534	200	12182264
HG02392_hap2	chr16	HSat3	3	14394	14394	0	14349
HG02392_hap2	chr16	HSat23	15	12197128	12196928	200	12196673
HG02392_hap2	chr16	ambiguous	0	0	0	0	0
HG02392_hap2	chr16	background	16	61886171	61886171	0	61885934
HG02392_hap2	chr19	HSat2	0	0	0	0	0
HG02392_hap2	chr19	HSat3	0	0	0	0	0
HG02392_hap2	chr19	HSat23	0	0	0	0	0
HG02392_hap2	chr19	ambiguous	0	0	0	0	0
HG02392_hap2	chr19	background	1	60907723	60907723	0	60907708
HG02392_hap2	chr2	HSat2	7	896692	896692	0	896587
HG02392_hap2	chr2	HSat3	4	67932	67932	0	67872
HG02392_hap2	chr2	HSat23	9	964624	964624	0	964489
HG02392_hap2	chr2	ambiguous	0	0	0	0	0
HG02392_hap2	chr2	background	10	241600805	241164762	436043	241164599
HG02392_hap2	chr20	HSat2	0	0	0	0	0
HG02392_hap2	chr20	HSat3	3	636303	636303	0	636258
HG02392_hap2	chr20	HSat23	3	636303	636303	0	636258
HG02392_hap2	chr20	ambiguous	0	0	0	0	0
HG02392_hap2	chr20	background	4	65950701	65950701	0	65950641
HG02392_hap2	chr4	HSat2	0	0	0	0	0
HG02392_hap2	chr4	HSat3	2	181461	181461	0	181431
HG02392_hap2	chr4	HSat23	2	181461	181461	0	181431
HG02392_hap2	chr4	ambiguous	0	0	0	0	0
HG02392_hap2	chr4	background	3	192020149	191753525	266624	191753450
HG02392_hap2	chr5	HSat2	0	0	0	0	0
HG02392_hap2	chr5	HSat3	1	625515	625515	0	625500
HG02392_hap2	chr5	HSat23	1	625515	625515	0	625500
HG02392_hap2	chr5	ambiguous	0	0	0	0	0
HG02392_hap2	chr5	background	2	182556392	182556392	0	182556362
HG02392_hap2	chr6	HSat2	0	0	0	0	0
HG02392_hap2	chr6	HSat3	0	0	0	0	0
HG02392_hap2	chr6	HSat23	0	0	0	0	0
HG02392_hap2	chr6	ambiguous	0	0	0	0	0
HG02392_hap2	chr6	background	1	172828685	172828585	100	172828555
HG02392_hap2	chr8	HSat2	0	0	0	0	0
HG02392_hap2	chr8	HSat3	0	0	0	0	0
HG02392_hap2	chr8	HSat23	0	0	0	0	0
HG02392_hap2	chr8	ambiguous	0	0	0	0	0
HG02392_hap2	chr8	background	1	145948936	143429596	2519340	143429551
HG02392_hap2	chrX	HSat2	0	0	0	0	0
HG02392_hap2	chrX	HSat3	0	0	0	0	0
HG02392_hap2	chrX	HSat23	0	0	0	0	0
HG02392_hap2	chrX	ambiguous	0	0	0	0	0
HG02392_hap2	chrX	background	1	18381562	18381562	0	18381547
HG02451_hap1	chr10	HSat2	4	339223	339223	0	339163
HG02451_hap1	chr10	HSat3	6	709532	709532	0	709442
HG02451_hap1	chr10	HSat23	8	1048755	1048755	0	1048635
HG02451_hap1	chr10	ambiguous	0	0	0	0	0
HG02451_hap1	chr10	background	9	133390798	133390798	0	133390663
HG02451_hap1	chr11	HSat2	0	0	0	0	0
HG02451_hap1	chr11	HSat3	0	0	0	0	0
HG02451_hap1	chr11	HSat23	0	0	0	0	0
HG02451_hap1	chr11	ambiguous	0	0	0	0	0
HG02451_hap1	chr11	background	1	133373853	133373853	0	133373838
HG02451_hap1	chr12	HSat2	0	0	0	0	0
HG02451_hap1	chr12	HSat3	0	0	0	0	0
HG02451_hap1	chr12	HSat23	0	0	0	0	0
HG02451_hap1	chr12	ambiguous	0	0	0	0	0
HG02451_hap1	chr12	background	1	133427943	133427943	0	133427928
HG02451_hap1	chr16	HSat2	19	9606176	9606176	0	9605891
HG02451_hap1	chr16	HSat3	6	18162	18162	0	18072
HG02451_hap1	chr16	HSat23	15	9624338	9624338	0	9624113
HG02451_hap1	chr16	ambiguous	0	0	0	0	0
HG02451_hap1	chr16	background	16	48358349	48358349	0	48358112
HG02451_hap1	chr17	HSat2	2	85372	85372	0	85342
HG02451_hap1	chr17	HSat3	5	810170	810170	0	810095
HG02451_hap1	chr17	HSat23	7	895542	895542	0	895437
HG02451_hap1	chr17	ambiguous	0	0	0	0	0
HG02451_hap1	chr17	background	8	67647836	67647836	0	67647729
HG02451_hap1	chr18	HSat2	0	0	0	0	0
HG02451_hap1	chr18	HSat3	0	0	0	0	0
HG02451_hap1	chr18	HSat23	0	0	0	0	0
HG02451_hap1	chr18	ambiguous	0	0	0	0	0
HG02451_hap1	chr18	background	1	45116332	45033642	82690	45033612
HG02451_hap1	chr19	HSat2	0	0	0	0	0
HG02451_hap1	chr19	HSat3	0	0	0	0	0
HG02451_hap1	chr19	HSat23	0	0	0	0	0
HG02451_hap1	chr19	ambiguous	0	0	0	0	0
HG02451_hap1	chr19	background	1	61037925	61037925	0	61037910
HG02451_hap1	chr2	HSat2	7	840855	840855	0	840750
HG02451_hap1	chr2	HSat3	4	60431	60431	0	60371
HG02451_hap1	chr2	HSat23	9	901286	901286	0	901151
HG02451_hap1	chr2	ambiguous	0	0	0	0	0
HG02451_hap1	chr2	background	10	241110474	241110474	0	241110341
HG02451_hap1	chr3	HSat2	0	0	0	0	0
HG02451_hap1	chr3	HSat3	1	203624	203624	0	203609
HG02451_hap1	chr3	HSat23	1	203624	203624	0	203609
HG02451_hap1	chr3	ambiguous	0	0	0	0	0
HG02451_hap1	chr3	background	2	202416149	202416149	0	202416119
HG02451_hap1	chr4	HSat2	0	0	0	0	0
HG02451_hap1	chr4	HSat3	2	244247	244247	0	244217
HG02451_hap1	chr4	HSat23	2	244247	244247	0	244217
HG02451_hap1	chr4	ambiguous	0	0	0	0	0
HG02451_hap1	chr4	background	3	191769590	191769390	200	191769315
HG02451_hap1	chr5	HSat2	0	0	0	0	0
HG02451_hap1	chr5	HSat3	1	363121	363121	0	363106
HG02451_hap1	chr5	HSat23	1	363121	363121	0	363106
HG02451_hap1	chr5	ambiguous	0	0	0	0	0
HG02451_hap1	chr5	background	2	181301992	181295810	6182	181295765
HG02451_hap1	chr6	HSat2	0	0	0	0	0
HG02451_hap1	chr6	HSat3	0	0	0	0	0
HG02451_hap1	chr6	HSat23	0	0	0	0	0
HG02451_hap1	chr6	ambiguous	0	0	0	0	0
HG02451_hap1	chr6	background	1	172696189	172696189	0	172696174
HG02451_hap1	chr7	HSat2	22	339459	339459	0	339129
HG02451_hap1	chr7	HSat3	13	466716	466716	0	466521
HG02451_hap1	chr7	HSat23	19	806175	806175	0	805890
HG02451_hap1	chr7	ambiguous	0	0	0	0	0
HG02451_hap1	chr7	background	20	159049255	159049255	0	159048977
HG02451_hap1	chr8	HSat2	0	0	0	0	0
HG02451_hap1	chr8	HSat3	0	0	0	0	0
HG02451_hap1	chr8	HSat23	0	0	0	0	0
HG02451_hap1	chr8	ambiguous	0	0	0	0	0
HG02451_hap1	chr8	background	1	146176972	146176972	0	146176957
HG02451_hap1	chr9	HSat2	1	39075	39075	0	39060
HG02451_hap1	chr9	HSat3	40	14905017	14905017	0	14904417
HG02451_hap1	chr9	HSat23	41	14944092	14944092	0	14943477
HG02451_hap1	chr9	ambiguous	0	0	0	0	0
HG02451_hap1	chr9	background	42	122166845	122166845	0	122166414
HG02451_hap1	chrX	HSat2	0	0	0	0	0
HG02451_hap1	chrX	HSat3	0	0	0	0	0
HG02451_hap1	chrX	HSat23	0	0	0	0	0
HG02451_hap1	chrX	ambiguous	0	0	0	0	0
HG02451_hap1	chrX	background	1	154060261	153612418	447843	153612358
HG02451_hap2	chr10	HSat2	4	454556	454556	0	454496
HG02451_hap2	chr10	HSat3	6	576783	576783	0	576693
HG02451_hap2	chr10	HSat23	8	1031339	1031339	0	1031219
HG02451_hap2	chr10	ambiguous	0	0	0	0	0
HG02451_hap2	chr10	background	9	133479217	133479217	0	133479082
HG02451_hap2	chr11	HSat2	0	0	0	0	0
HG02451_hap2	chr11	HSat3	0	0	0	0	0
HG02451_hap2	chr11	HSat23	0	0	0	0	0
HG02451_hap2	chr11	ambiguous	0	0	0	0	0
HG02451_hap2	chr11	background	1	135237313	135237313	0	135237298
HG02451_hap2	chr12	HSat2	0	0	0	0	0
HG02451_hap2	chr12	HSat3	0	0	0	0	0
HG02451_hap2	chr12	HSat23	0	0	0	0	0
HG02451_hap2	chr12	ambiguous	0	0	0	0	0
HG02451_hap2	chr12	background	1	134504889	134504889	0	134504874
HG02451_hap2	chr16	HSat2	20	9961960	9961960	0	9961660
HG02451_hap2	chr16	HSat3	6	17270	17270	0	17180
HG02451_hap2	chr16	HSat23	16	9979230	9979230	0	9978990
HG02451_hap2	chr16	ambiguous	0	0	0	0	0
HG02451_hap2	chr16	background	17	47878409	47317189	561220	47316937
HG02451_hap2	chr18	HSat2	0	0	0	0	0
HG02451_hap2	chr18	HSat3	0	0	0	0	0
HG02451_hap2	chr18	HSat23	0	0	0	0	0
HG02451_hap2	chr18	ambiguous	0	0	0	0	0
HG02451_hap2	chr18	background	1	45018318	45018318	0	45018303
HG02451_hap2	chr19	HSat2	0	0	0	0	0
HG02451_hap2	chr19	HSat3	0	0	0	0	0
HG02451_hap2	chr19	HSat23	0	0	0	0	0
HG02451_hap2	chr19	ambiguous	0	0	0	0	0
HG02451_hap2	chr19	background	1	60990973	60975858	15115	60975828
HG02451_hap2	chr2	HSat2	7	854986	854986	0	854881
HG02451_hap2	chr2	HSat3	4	60445	60445	0	60385
HG02451_hap2	chr2	HSat23	9	915431	915431	0	915296
HG02451_hap2	chr2	ambiguous	0	0	0	0	0
HG02451_hap2	chr2	background	10	202190163	202079245	110918	202079082
HG02451_hap2	chr20	HSat2	0	0	0	0	0
HG02451_hap2	chr20	HSat3	3	930224	930224	0	930179
HG02451_hap2	chr20	HSat23	3	930224	930224	0	930179
HG02451_hap2	chr20	ambiguous	0	0	0	0	0
HG02451_hap2	chr20	background	4	66091922	66091922	0	66091862
HG02451_hap2	chr4	HSat2	0	0	0	0	0
HG02451_hap2	chr4	HSat3	2	187464	187464	0	187434
HG02451_hap2	chr4	HSat23	2	187464	187464	0	187434
HG02451_hap2	chr4	ambiguous	0	0	0	0	0
HG02451_hap2	chr4	background	3	190839396	190839396	0	190839351
HG02451_hap2	chr5	HSat2	0	0	0	0	0
HG02451_hap2	chr5	HSat3	1	368704	368704	0	368689
HG02451_hap2	chr5	HSat23	1	368704	368704	0	368689
HG02451_hap2	chr5	ambiguous	0	0	0	0	0
HG02451_hap2	chr5	background	2	181373487	181373487	0	181373457
HG02451_hap2	chr6	HSat2	0	0	0	0	0
HG02451_hap2	chr6	HSat3	0	0	0	0	0
HG02451_hap2	chr6	HSat23	0	0	0	0	0
HG02451_hap2	chr6	ambiguous	0	0	0	0	0
HG02451_hap2	chr6	background	1	170857195	170857195	0	170857180
HG02451_hap2	chr7	HSat2	24	326046	326046	0	325686
HG02451_hap2	chr7	HSat3	14	507274	507274	0	507064
HG02451_hap2	chr7	HSat23	21	833320	833320	0	833005
HG02451_hap2	chr7	ambiguous	0	0	0	0	0
HG02451_hap2	chr7	background	22	160904443	160904343	100	160904020
HG02451_hap2	chr8	HSat2	0	0	0	0	0
HG02451_hap2	chr8	HSat3	0	0	0	0	0
HG02451_hap2	chr8	HSat23	0	0	0	0	0
HG02451_hap2	chr8	ambiguous	0	0	0	0	0
HG02451_hap2	chr8	background	1	146525947	146503888	22059	146503858
HG02451_hap2	chr9	HSat2	1	39055	39055	0	39040
HG02451_hap2	chr9	HSat3	29	16684097	16684097	0	16683662
HG02451_hap2	chr9	HSat23	30	16723152	16723152	0	16722702
HG02451_hap2	chr9	ambiguous	0	0	0	0	0
HG02451_hap2	chr9	background	31	121852558	121852558	0	121852253
HG02451_hap2	chrX	HSat2	0	0	0	0	0
HG02451_hap2	chrX	HSat3	0	0	0	0	0
HG02451_hap2	chrX	HSat23	0	0	0	0	0
HG02451_hap2	chrX	ambiguous	0	0	0	0	0
HG02451_hap2	chrX	background	1	101491889	101491789	100	101491759
HG02486_hap1	chr1	HSat2	8	16079066	16078966	100	16078831
HG02486_hap1	chr1	HSat3	5	918674	918674	0	918599
HG02486_hap1	chr1	HSat23	13	16997740	16997640	100	16997430
HG02486_hap1	chr1	ambiguous	0	0	0	0	0
HG02486_hap1	chr1	background	14	233741590	233720242	21348	233720067
HG02486_hap1	chr10	HSat2	4	396471	396471	0	396411
HG02486_hap1	chr10	HSat3	8	692310	692310	0	692190
HG02486_hap1	chr10	HSat23	10	1088781	1088781	0	1088631
HG02486_hap1	chr10	ambiguous	0	0	0	0	0
HG02486_hap1	chr10	background	11	133683752	133683752	0	133683591
HG02486_hap1	chr11	HSat2	0	0	0	0	0
HG02486_hap1	chr11	HSat3	0	0	0	0	0
HG02486_hap1	chr11	HSat23	0	0	0	0	0
HG02486_hap1	chr11	ambiguous	0	0	0	0	0
HG02486_hap1	chr11	background	1	134272382	134272382	0	134272367
HG02486_hap1	chr12	HSat2	0	0	0	0	0
HG02486_hap1	chr12	HSat3	0	0	0	0	0
HG02486_hap1	chr12	HSat23	0	0	0	0	0
HG02486_hap1	chr12	ambiguous	0	0	0	0	0
HG02486_hap1	chr12	background	1	133256687	133256687	0	133256672
HG02486_hap1	chr16	HSat2	16	11510587	11510587	0	11510347
HG02486_hap1	chr16	HSat3	3	15162	15162	0	15117
HG02486_hap1	chr16	HSat23	15	11525749	11525749	0	11525524
HG02486_hap1	chr16	ambiguous	0	0	0	0	0
HG02486_hap1	chr16	background	16	82887582	82887582	0	82887345
HG02486_hap1	chr18	HSat2	0	0	0	0	0
HG02486_hap1	chr18	HSat3	0	0	0	0	0
HG02486_hap1	chr18	HSat23	0	0	0	0	0
HG02486_hap1	chr18	ambiguous	0	0	0	0	0
HG02486_hap1	chr18	background	1	83098509	83098409	100	83098379
HG02486_hap1	chr19	HSat2	0	0	0	0	0
HG02486_hap1	chr19	HSat3	0	0	0	0	0
HG02486_hap1	chr19	HSat23	0	0	0	0	0
HG02486_hap1	chr19	ambiguous	0	0	0	0	0
HG02486_hap1	chr19	background	1	59900455	59900455	0	59900440
HG02486_hap1	chr2	HSat2	7	516248	516248	0	516143
HG02486_hap1	chr2	HSat3	4	70124	70124	0	70064
HG02486_hap1	chr2	HSat23	9	586372	586372	0	586237
HG02486_hap1	chr2	ambiguous	0	0	0	0	0
HG02486_hap1	chr2	background	10	241252145	241252145	0	241252012
HG02486_hap1	chr20	HSat2	0	0	0	0	0
HG02486_hap1	chr20	HSat3	3	1209435	1209435	0	1209390
HG02486_hap1	chr20	HSat23	3	1209435	1209435	0	1209390
HG02486_hap1	chr20	ambiguous	0	0	0	0	0
HG02486_hap1	chr20	background	4	65481983	65481983	0	65481923
HG02486_hap1	chr4	HSat2	0	0	0	0	0
HG02486_hap1	chr4	HSat3	2	186845	186845	0	186815
HG02486_hap1	chr4	HSat23	2	186845	186845	0	186815
HG02486_hap1	chr4	ambiguous	0	0	0	0	0
HG02486_hap1	chr4	background	3	193541012	193540912	100	193540852
HG02486_hap1	chr5	HSat2	0	0	0	0	0
HG02486_hap1	chr5	HSat3	1	314761	314761	0	314746
HG02486_hap1	chr5	HSat23	1	314761	314761	0	314746
HG02486_hap1	chr5	ambiguous	0	0	0	0	0
HG02486_hap1	chr5	background	2	183622761	183591624	31137	183591579
HG02486_hap1	chr6	HSat2	0	0	0	0	0
HG02486_hap1	chr6	HSat3	0	0	0	0	0
HG02486_hap1	chr6	HSat23	0	0	0	0	0
HG02486_hap1	chr6	ambiguous	0	0	0	0	0
HG02486_hap1	chr6	background	1	172010576	172010576	0	172010561
HG02486_hap1	chr7	HSat2	23	297353	297353	0	297008
HG02486_hap1	chr7	HSat3	12	331973	331973	0	331793
HG02486_hap1	chr7	HSat23	18	629326	629326	0	629056
HG02486_hap1	chr7	ambiguous	0	0	0	0	0
HG02486_hap1	chr7	background	19	159842547	159842547	0	159842273
HG02486_hap1	chr8	HSat2	0	0	0	0	0
HG02486_hap1	chr8	HSat3	0	0	0	0	0
HG02486_hap1	chr8	HSat23	0	0	0	0	0
HG02486_hap1	chr8	ambiguous	0	0	0	0	0
HG02486_hap1	chr8	background	1	146545968	146545968	0	146545953
HG02486_hap1	chr9	HSat2	1	34938	34938	0	34923
HG02486_hap1	chr9	HSat3	37	13348772	13348772	0	13348217
HG02486_hap1	chr9	HSat23	38	13383710	13383710	0	13383140
HG02486_hap1	chr9	ambiguous	0	0	0	0	0
HG02486_hap1	chr9	background	39	123035896	123035896	0	123035579
HG02486_hap1	chrX	HSat2	0	0	0	0	0
HG02486_hap1	chrX	HSat3	0	0	0	0	0
HG02486_hap1	chrX	HSat23	0	0	0	0	0
HG02486_hap1	chrX	ambiguous	0	0	0	0	0
HG02486_hap1	chrX	background	1	101555290	101555290	0	101555275
HG02486_hap2	chr1	HSat2	7	7022271	7022271	0	7022166
HG02486_hap2	chr1	HSat3	5	928717	928717	0	928642
HG02486_hap2	chr1	HSat23	12	7950988	7950988	0	7950808
HG02486_hap2	chr1	ambiguous	0	0	0	0	0
HG02486_hap2	chr1	background	13	235960242	235901384	58858	235901179
HG02486_hap2	chr10	HSat2	4	636485	636485	0	636425
HG02486_hap2	chr10	HSat3	6	574934	574934	0	574844
HG02486_hap2	chr10	HSat23	8	1211419	1211419	0	1211299
HG02486_hap2	chr10	ambiguous	0	0	0	0	0
HG02486_hap2	chr10	background	9	133067223	133067223	0	133067088
HG02486_hap2	chr11	HSat2	0	0	0	0	0
HG02486_hap2	chr11	HSat3	0	0	0	0	0
HG02486_hap2	chr11	HSat23	0	0	0	0	0
HG02486_hap2	chr11	ambiguous	0	0	0	0	0
HG02486_hap2	chr11	background	1	135003729	135003729	0	135003714
HG02486_hap2	chr12	HSat2	0	0	0	0	0
HG02486_hap2	chr12	HSat3	0	0	0	0	0
HG02486_hap2	chr12	HSat23	0	0	0	0	0
HG02486_hap2	chr12	ambiguous	0	0	0	0	0
HG02486_hap2	chr12	background	1	133634911	133634811	100	133634781
HG02486_hap2	chr16	HSat2	18	6517559	6517559	0	6517289
HG02486_hap2	chr16	HSat3	5	16598	16598	0	16523
HG02486_hap2	chr16	HSat23	15	6534157	6534157	0	6533932
HG02486_hap2	chr16	ambiguous	0	0	0	0	0
HG02486_hap2	chr16	background	16	84351703	84351703	0	84351466
HG02486_hap2	chr18	HSat2	0	0	0	0	0
HG02486_hap2	chr18	HSat3	0	0	0	0	0
HG02486_hap2	chr18	HSat23	0	0	0	0	0
HG02486_hap2	chr18	ambiguous	0	0	0	0	0
HG02486_hap2	chr18	background	1	80472259	80472259	0	80472244
HG02486_hap2	chr19	HSat2	0	0	0	0	0
HG02486_hap2	chr19	HSat3	0	0	0	0	0
HG02486_hap2	chr19	HSat23	0	0	0	0	0
HG02486_hap2	chr19	ambiguous	0	0	0	0	0
HG02486_hap2	chr19	background	1	61249163	60929868	319295	60929823
HG02486_hap2	chr2	HSat2	7	529489	529489	0	529384
HG02486_hap2	chr2	HSat3	3	67740	67740	0	67695
HG02486_hap2	chr2	HSat23	8	597229	597229	0	597109
HG02486_hap2	chr2	ambiguous	0	0	0	0	0
HG02486_hap2	chr2	background	9	241544945	241341188	203757	241341038
HG02486_hap2	chr20	HSat2	0	0	0	0	0
HG02486_hap2	chr20	HSat3	3	624986	624986	0	624941
HG02486_hap2	chr20	HSat23	3	624986	624986	0	624941
HG02486_hap2	chr20	ambiguous	0	0	0	0	0
HG02486_hap2	chr20	background	4	64994282	64994282	0	64994222
HG02486_hap2	chr4	HSat2	0	0	0	0	0
HG02486_hap2	chr4	HSat3	2	425179	425179	0	425149
HG02486_hap2	chr4	HSat23	2	425179	425179	0	425149
HG02486_hap2	chr4	ambiguous	0	0	0	0	0
HG02486_hap2	chr4	background	3	191824320	191824320	0	191824275
HG02486_hap2	chr5	HSat2	0	0	0	0	0
HG02486_hap2	chr5	HSat3	1	305418	305418	0	305403
HG02486_hap2	chr5	HSat23	1	305418	305418	0	305403
HG02486_hap2	chr5	ambiguous	0	0	0	0	0
HG02486_hap2	chr5	background	2	182487355	182487355	0	182487325
HG02486_hap2	chr6	HSat2	0	0	0	0	0
HG02486_hap2	chr6	HSat3	0	0	0	0	0
HG02486_hap2	chr6	HSat23	0	0	0	0	0
HG02486_hap2	chr6	ambiguous	0	0	0	0	0
HG02486_hap2	chr6	background	1	171856387	170784023	1072364	170783993
HG02486_hap2	chr7	HSat2	21	324352	324352	0	324037
HG02486_hap2	chr7	HSat3	13	409305	409305	0	409110
HG02486_hap2	chr7	HSat23	19	733657	733657	0	733372
HG02486_hap2	chr7	ambiguous	0	0	0	0	0
