kmer_id	target_family	group	chromosome	available_haps	measurable_haps	median_target_hits	mean_target_hits	pooled_target_density_per_M	presence_ge10_fraction
k16_51da7e3d	HSat3	G5	chr5	47	47	1.0	1.4893617021276595	2.210619278147539	0.0
k16_51da7e3d	HSat3	G5	chr6	37	0				
k16_51da7e3d	HSat3	G5	chr7	47	47	0.0	1.127659574468085	2.4716905159929103	0.0851063829787234
k16_51da7e3d	HSat3	G5	chr8	45	0				
k16_51da7e3d	HSat3	G5	chr9	40	40	36.0	37.775	2.5172289494763294	0.975
k16_51da7e3d	HSat3	G5	chr10	47	47	1.0	1.0851063829787233	1.731948385900514	0.0
k16_51da7e3d	HSat3	G5	chr11	46	0				
k16_51da7e3d	HSat3	G5	chr12	44	0				
k16_51da7e3d	HSat3	G5	chr13	0	0				
k16_51da7e3d	HSat3	G5	chr14	0	0				
k16_51da7e3d	HSat3	G5	chr15	0	0				
k16_51da7e3d	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G5	chr17	39	39	0.0	0.6666666666666666	0.7408529451355083	0.0
k16_51da7e3d	HSat3	G5	chr18	39	0				
k16_51da7e3d	HSat3	G5	chr19	46	0				
k16_51da7e3d	HSat3	G5	chr20	47	47	90.0	93.25531914893617	80.13827152078726	1.0
k16_51da7e3d	HSat3	G5	chr21	0	0				
k16_51da7e3d	HSat3	G5	chr22	0	0				
k16_51da7e3d	HSat3	G5	chrX	28	0				
k16_51da7e3d	HSat3	G5	chrY	1	1	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G6	chr1	34	34	61.0	53.64705882352941	66.7739442797793	0.7941176470588235
k16_51da7e3d	HSat3	G6	chr2	39	38	2.0	1.8421052631578947	32.19577977718681	0.0
k16_51da7e3d	HSat3	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G6	chr4	34	34	1.0	1.0588235294117647	4.8200165647902615	0.0
k16_51da7e3d	HSat3	G6	chr5	47	47	1.0	1.2553191489361701	1.8116760309334778	0.0
k16_51da7e3d	HSat3	G6	chr6	40	0				
k16_51da7e3d	HSat3	G6	chr7	47	47	0.0	0.5319148936170213	1.3580896046878213	0.0425531914893617
k16_51da7e3d	HSat3	G6	chr8	47	0				
k16_51da7e3d	HSat3	G6	chr9	39	39	32.0	33.48717948717949	2.535281455251089	1.0
k16_51da7e3d	HSat3	G6	chr10	47	47	1.0	1.0638297872340425	1.6690322974106067	0.0
k16_51da7e3d	HSat3	G6	chr11	47	0				
k16_51da7e3d	HSat3	G6	chr12	47	0				
k16_51da7e3d	HSat3	G6	chr13	0	0				
k16_51da7e3d	HSat3	G6	chr14	0	0				
k16_51da7e3d	HSat3	G6	chr15	0	0				
k16_51da7e3d	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G6	chr17	28	28	0.0	0.25	0.30614790923939084	0.0
k16_51da7e3d	HSat3	G6	chr18	25	0				
k16_51da7e3d	HSat3	G6	chr19	46	0				
k16_51da7e3d	HSat3	G6	chr20	47	47	15.0	14.617021276595745	24.991196696360234	0.9361702127659575
k16_51da7e3d	HSat3	G6	chr21	0	0				
k16_51da7e3d	HSat3	G6	chr22	0	0				
k16_51da7e3d	HSat3	G6	chrX	30	0				
k16_51da7e3d	HSat3	G6	chrY	0	0				
k16_51da7e3d	HSat3	G7	chr1	84	81	58.0	41.60493827160494	56.37073719090833	0.5925925925925926
k16_51da7e3d	HSat3	G7	chr2	104	103	2.0	1.854368932038835	31.75973543974097	0.0
k16_51da7e3d	HSat3	G7	chr3	88	86	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G7	chr4	91	91	1.0	1.054945054945055	4.8082235046600195	0.0
k16_51da7e3d	HSat3	G7	chr5	126	126	1.0	1.0476190476190477	1.529188702140709	0.0
k16_51da7e3d	HSat3	G7	chr6	103	0				
k16_51da7e3d	HSat3	G7	chr7	126	126	0.0	0.1111111111111111	0.2973655283344319	0.007936507936507936
k16_51da7e3d	HSat3	G7	chr8	121	0				
k16_51da7e3d	HSat3	G7	chr9	101	101	34.0	35.801980198019805	2.523518859041195	0.9900990099009901
k16_51da7e3d	HSat3	G7	chr10	126	126	1.0	1.1349206349206349	1.7742494394457413	0.0
k16_51da7e3d	HSat3	G7	chr11	125	0				
k16_51da7e3d	HSat3	G7	chr12	126	0				
k16_51da7e3d	HSat3	G7	chr13	0	0				
k16_51da7e3d	HSat3	G7	chr14	0	0				
k16_51da7e3d	HSat3	G7	chr15	0	0				
k16_51da7e3d	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	G7	chr17	77	77	0.0	0.14285714285714285	0.18316417511214478	0.0
k16_51da7e3d	HSat3	G7	chr18	76	0				
k16_51da7e3d	HSat3	G7	chr19	121	0				
k16_51da7e3d	HSat3	G7	chr20	126	126	24.0	24.476190476190474	22.10230186587145	1.0
k16_51da7e3d	HSat3	G7	chr21	0	0				
k16_51da7e3d	HSat3	G7	chr22	0	0				
k16_51da7e3d	HSat3	G7	chrX	80	0				
k16_51da7e3d	HSat3	G7	chrY	0	0				
k16_51da7e3d	HSat3	NA	chr1	73	71	57.0	40.12676056338028	55.10482469528618	0.5915492957746479
k16_51da7e3d	HSat3	NA	chr2	92	92	2.0	1.815217391304348	31.40385774767019	0.0
k16_51da7e3d	HSat3	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	NA	chr4	93	93	1.0	1.1290322580645162	5.32723451232136	0.0
k16_51da7e3d	HSat3	NA	chr5	115	114	1.0	2.4649122807017543	4.719882926747333	0.017543859649122806
k16_51da7e3d	HSat3	NA	chr6	101	0				
k16_51da7e3d	HSat3	NA	chr7	60	60	0.0	0.03333333333333333	0.09013242390919375	0.0
k16_51da7e3d	HSat3	NA	chr8	127	0				
k16_51da7e3d	HSat3	NA	chr9	98	97	37.0	39.03092783505155	2.6633342638166897	1.0
k16_51da7e3d	HSat3	NA	chr10	119	118	1.0	1.271186440677966	1.9710650540954204	0.0
k16_51da7e3d	HSat3	NA	chr11	130	0				
k16_51da7e3d	HSat3	NA	chr12	126	0				
k16_51da7e3d	HSat3	NA	chr13	0	0				
k16_51da7e3d	HSat3	NA	chr14	0	0				
k16_51da7e3d	HSat3	NA	chr15	0	0				
k16_51da7e3d	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_51da7e3d	HSat3	NA	chr17	65	65	0.0	0.27692307692307694	0.33631607074012443	0.0
k16_51da7e3d	HSat3	NA	chr18	84	0				
k16_51da7e3d	HSat3	NA	chr19	128	0				
k16_51da7e3d	HSat3	NA	chr20	84	84	24.5	39.833333333333336	38.21030906144689	0.9880952380952381
k16_51da7e3d	HSat3	NA	chr21	0	0				
k16_51da7e3d	HSat3	NA	chr22	0	0				
k16_51da7e3d	HSat3	NA	chrX	91	0				
k16_51da7e3d	HSat3	NA	chrY	1	1	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr1	40	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr2	53	53	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr3	35	35	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr4	48	48	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr5	59	59	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr6	40	0				
k16_51dabc3c	HSat3	G1	chr7	59	59	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr8	53	0				
k16_51dabc3c	HSat3	G1	chr9	49	49	0.0	0.12244897959183673	0.008574019174576373	0.0
k16_51dabc3c	HSat3	G1	chr10	59	59	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr11	57	0				
k16_51dabc3c	HSat3	G1	chr12	58	0				
k16_51dabc3c	HSat3	G1	chr13	0	0				
k16_51dabc3c	HSat3	G1	chr14	0	0				
k16_51dabc3c	HSat3	G1	chr15	0	0				
k16_51dabc3c	HSat3	G1	chr16	45	43	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr17	42	42	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chr18	44	0				
k16_51dabc3c	HSat3	G1	chr19	55	0				
k16_51dabc3c	HSat3	G1	chr20	59	59	86.0	74.30508474576271	57.466464044948005	1.0
k16_51dabc3c	HSat3	G1	chr21	0	0				
k16_51dabc3c	HSat3	G1	chr22	0	0				
k16_51dabc3c	HSat3	G1	chrX	44	1	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G1	chrY	0	0				
k16_51dabc3c	HSat3	G2	chr1	35	35	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr2	41	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr3	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr4	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr5	54	54	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr6	44	0				
k16_51dabc3c	HSat3	G2	chr7	54	54	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr8	53	0				
k16_51dabc3c	HSat3	G2	chr9	47	47	0.0	0.0425531914893617	0.0030680783875067282	0.0
k16_51dabc3c	HSat3	G2	chr10	54	54	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr11	54	0				
k16_51dabc3c	HSat3	G2	chr12	53	0				
k16_51dabc3c	HSat3	G2	chr13	0	0				
k16_51dabc3c	HSat3	G2	chr14	0	0				
k16_51dabc3c	HSat3	G2	chr15	0	0				
k16_51dabc3c	HSat3	G2	chr16	49	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr17	37	37	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G2	chr18	35	0				
k16_51dabc3c	HSat3	G2	chr19	54	0				
k16_51dabc3c	HSat3	G2	chr20	54	54	3.0	3.8333333333333335	5.921322783462231	0.09259259259259259
k16_51dabc3c	HSat3	G2	chr21	0	0				
k16_51dabc3c	HSat3	G2	chr22	0	0				
k16_51dabc3c	HSat3	G2	chrX	38	0				
k16_51dabc3c	HSat3	G2	chrY	0	0				
k16_51dabc3c	HSat3	G3	chr1	38	38	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr2	57	56	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr4	58	58	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr5	70	70	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr6	57	0				
k16_51dabc3c	HSat3	G3	chr7	70	70	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr8	66	0				
k16_51dabc3c	HSat3	G3	chr9	58	58	0.0	0.017241379310344827	0.0011911120812586667	0.0
k16_51dabc3c	HSat3	G3	chr10	70	70	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr11	69	0				
k16_51dabc3c	HSat3	G3	chr12	70	0				
k16_51dabc3c	HSat3	G3	chr13	0	0				
k16_51dabc3c	HSat3	G3	chr14	0	0				
k16_51dabc3c	HSat3	G3	chr15	0	0				
k16_51dabc3c	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr17	44	44	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G3	chr18	38	0				
k16_51dabc3c	HSat3	G3	chr19	66	0				
k16_51dabc3c	HSat3	G3	chr20	70	70	0.0	0.02857142857142857	0.025870617085749753	0.0
k16_51dabc3c	HSat3	G3	chr21	0	0				
k16_51dabc3c	HSat3	G3	chr22	0	0				
k16_51dabc3c	HSat3	G3	chrX	52	0				
k16_51dabc3c	HSat3	G3	chrY	1	1	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr1	23	22	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr2	31	31	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr3	28	28	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr4	28	28	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr5	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr6	30	0				
k16_51dabc3c	HSat3	G4	chr7	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr8	36	0				
k16_51dabc3c	HSat3	G4	chr9	27	27	0.0	0.037037037037037035	0.0026086455956675133	0.0
k16_51dabc3c	HSat3	G4	chr10	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr11	39	0				
k16_51dabc3c	HSat3	G4	chr12	37	0				
k16_51dabc3c	HSat3	G4	chr13	0	0				
k16_51dabc3c	HSat3	G4	chr14	0	0				
k16_51dabc3c	HSat3	G4	chr15	0	0				
k16_51dabc3c	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr17	25	25	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G4	chr18	27	0				
k16_51dabc3c	HSat3	G4	chr19	35	0				
k16_51dabc3c	HSat3	G4	chr20	39	39	3.0	5.153846153846154	5.936825793682721	0.23076923076923078
k16_51dabc3c	HSat3	G4	chr21	0	0				
k16_51dabc3c	HSat3	G4	chr22	0	0				
k16_51dabc3c	HSat3	G4	chrX	30	0				
k16_51dabc3c	HSat3	G4	chrY	1	1	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr1	31	30	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr2	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr3	26	26	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr4	40	40	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr5	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr6	37	0				
k16_51dabc3c	HSat3	G5	chr7	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr8	45	0				
k16_51dabc3c	HSat3	G5	chr9	40	40	0.0	0.025	0.0016659357706660023	0.0
k16_51dabc3c	HSat3	G5	chr10	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr11	46	0				
k16_51dabc3c	HSat3	G5	chr12	44	0				
k16_51dabc3c	HSat3	G5	chr13	0	0				
k16_51dabc3c	HSat3	G5	chr14	0	0				
k16_51dabc3c	HSat3	G5	chr15	0	0				
k16_51dabc3c	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr17	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G5	chr18	39	0				
k16_51dabc3c	HSat3	G5	chr19	46	0				
k16_51dabc3c	HSat3	G5	chr20	47	47	49.0	59.38297872340426	51.03032530561652	1.0
k16_51dabc3c	HSat3	G5	chr21	0	0				
k16_51dabc3c	HSat3	G5	chr22	0	0				
k16_51dabc3c	HSat3	G5	chrX	28	0				
k16_51dabc3c	HSat3	G5	chrY	1	1	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr1	34	34	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr2	39	38	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr4	34	34	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr5	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr6	40	0				
k16_51dabc3c	HSat3	G6	chr7	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr8	47	0				
k16_51dabc3c	HSat3	G6	chr9	39	39	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr10	47	47	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr11	47	0				
k16_51dabc3c	HSat3	G6	chr12	47	0				
k16_51dabc3c	HSat3	G6	chr13	0	0				
k16_51dabc3c	HSat3	G6	chr14	0	0				
k16_51dabc3c	HSat3	G6	chr15	0	0				
k16_51dabc3c	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr17	28	28	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G6	chr18	25	0				
k16_51dabc3c	HSat3	G6	chr19	46	0				
k16_51dabc3c	HSat3	G6	chr20	47	47	3.0	3.2127659574468086	5.492970452911783	0.0
k16_51dabc3c	HSat3	G6	chr21	0	0				
k16_51dabc3c	HSat3	G6	chr22	0	0				
k16_51dabc3c	HSat3	G6	chrX	30	0				
k16_51dabc3c	HSat3	G6	chrY	0	0				
k16_51dabc3c	HSat3	G7	chr1	84	81	0.0	0.012345679012345678	0.016727221718370426	0.0
k16_51dabc3c	HSat3	G7	chr2	104	103	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr3	88	86	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr4	91	91	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr5	126	126	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr6	103	0				
k16_51dabc3c	HSat3	G7	chr7	126	126	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr8	121	0				
k16_51dabc3c	HSat3	G7	chr9	101	101	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr10	126	126	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr11	125	0				
k16_51dabc3c	HSat3	G7	chr12	126	0				
k16_51dabc3c	HSat3	G7	chr13	0	0				
k16_51dabc3c	HSat3	G7	chr14	0	0				
k16_51dabc3c	HSat3	G7	chr15	0	0				
k16_51dabc3c	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr17	77	77	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	G7	chr18	76	0				
k16_51dabc3c	HSat3	G7	chr19	121	0				
k16_51dabc3c	HSat3	G7	chr20	126	126	0.0	0.007936507936507936	0.007166764547947941	0.0
k16_51dabc3c	HSat3	G7	chr21	0	0				
k16_51dabc3c	HSat3	G7	chr22	0	0				
k16_51dabc3c	HSat3	G7	chrX	80	0				
k16_51dabc3c	HSat3	G7	chrY	0	0				
k16_51dabc3c	HSat3	NA	chr1	73	71	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr2	92	92	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr4	93	93	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr5	115	114	0.0	0.008771929824561403	0.016796736394118623	0.0
k16_51dabc3c	HSat3	NA	chr6	101	0				
k16_51dabc3c	HSat3	NA	chr7	60	60	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr8	127	0				
k16_51dabc3c	HSat3	NA	chr9	98	97	0.0	0.020618556701030927	0.0014069383327082352	0.0
k16_51dabc3c	HSat3	NA	chr10	119	118	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr11	130	0				
k16_51dabc3c	HSat3	NA	chr12	126	0				
k16_51dabc3c	HSat3	NA	chr13	0	0				
k16_51dabc3c	HSat3	NA	chr14	0	0				
k16_51dabc3c	HSat3	NA	chr15	0	0				
k16_51dabc3c	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr17	65	65	0.0	0.0	0.0	0.0
k16_51dabc3c	HSat3	NA	chr18	84	0				
k16_51dabc3c	HSat3	NA	chr19	128	0				
k16_51dabc3c	HSat3	NA	chr20	84	84	0.0	18.154761904761905	17.41503924647535	0.2261904761904762
k16_51dabc3c	HSat3	NA	chr21	0	0				
k16_51dabc3c	HSat3	NA	chr22	0	0				
k16_51dabc3c	HSat3	NA	chrX	91	0				
k16_51dabc3c	HSat3	NA	chrY	1	1	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr1	40	39	1.0	1.205128205128205	1.516791527654337	0.0
k16_53d43eac	HSat3	G1	chr2	53	53	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr3	35	35	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr4	48	48	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr5	59	59	0.0	0.0847457627118644	0.22392531857743112	0.0
k16_53d43eac	HSat3	G1	chr6	40	0				
k16_53d43eac	HSat3	G1	chr7	59	59	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr8	53	0				
k16_53d43eac	HSat3	G1	chr9	49	49	2.0	1.8979591836734695	0.1328972972059338	0.0
k16_53d43eac	HSat3	G1	chr10	59	59	37.0	36.559322033898304	56.473725592622635	0.9491525423728814
k16_53d43eac	HSat3	G1	chr11	57	0				
k16_53d43eac	HSat3	G1	chr12	58	0				
k16_53d43eac	HSat3	G1	chr13	0	0				
k16_53d43eac	HSat3	G1	chr14	0	0				
k16_53d43eac	HSat3	G1	chr15	0	0				
k16_53d43eac	HSat3	G1	chr16	45	43	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr17	42	42	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr18	44	0				
k16_53d43eac	HSat3	G1	chr19	55	0				
k16_53d43eac	HSat3	G1	chr20	59	59	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chr21	0	0				
k16_53d43eac	HSat3	G1	chr22	0	0				
k16_53d43eac	HSat3	G1	chrX	44	1	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G1	chrY	0	0				
k16_53d43eac	HSat3	G2	chr1	35	35	1.0	1.4857142857142858	2.117851685461718	0.0
k16_53d43eac	HSat3	G2	chr2	41	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr3	47	47	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr4	39	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr5	54	54	0.0	0.037037037037037035	0.11084295122239546	0.0
k16_53d43eac	HSat3	G2	chr6	44	0				
k16_53d43eac	HSat3	G2	chr7	54	54	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr8	53	0				
k16_53d43eac	HSat3	G2	chr9	47	47	2.0	2.148936170212766	0.1549379585690898	0.0
k16_53d43eac	HSat3	G2	chr10	54	54	32.5	33.870370370370374	52.927927210991086	0.8703703703703703
k16_53d43eac	HSat3	G2	chr11	54	0				
k16_53d43eac	HSat3	G2	chr12	53	0				
k16_53d43eac	HSat3	G2	chr13	0	0				
k16_53d43eac	HSat3	G2	chr14	0	0				
k16_53d43eac	HSat3	G2	chr15	0	0				
k16_53d43eac	HSat3	G2	chr16	49	47	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr17	37	37	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr18	35	0				
k16_53d43eac	HSat3	G2	chr19	54	0				
k16_53d43eac	HSat3	G2	chr20	54	54	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G2	chr21	0	0				
k16_53d43eac	HSat3	G2	chr22	0	0				
k16_53d43eac	HSat3	G2	chrX	38	0				
k16_53d43eac	HSat3	G2	chrY	0	0				
k16_53d43eac	HSat3	G3	chr1	38	38	1.0	1.5	1.8423430751155916	0.0
k16_53d43eac	HSat3	G3	chr2	57	56	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr4	58	58	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr5	70	70	0.0	0.014285714285714285	0.041433163170094406	0.0
k16_53d43eac	HSat3	G3	chr6	57	0				
k16_53d43eac	HSat3	G3	chr7	70	70	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr8	66	0				
k16_53d43eac	HSat3	G3	chr9	58	58	2.0	2.4827586206896552	0.17152013970124802	0.0
k16_53d43eac	HSat3	G3	chr10	70	70	36.5	35.22857142857143	56.191455271191444	0.8857142857142857
k16_53d43eac	HSat3	G3	chr11	69	0				
k16_53d43eac	HSat3	G3	chr12	70	0				
k16_53d43eac	HSat3	G3	chr13	0	0				
k16_53d43eac	HSat3	G3	chr14	0	0				
k16_53d43eac	HSat3	G3	chr15	0	0				
k16_53d43eac	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr17	44	44	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr18	38	0				
k16_53d43eac	HSat3	G3	chr19	66	0				
k16_53d43eac	HSat3	G3	chr20	70	70	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G3	chr21	0	0				
k16_53d43eac	HSat3	G3	chr22	0	0				
k16_53d43eac	HSat3	G3	chrX	52	0				
k16_53d43eac	HSat3	G3	chrY	1	1	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr1	23	22	1.0	1.0909090909090908	1.2338877396595582	0.0
k16_53d43eac	HSat3	G4	chr2	31	31	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr3	28	28	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr4	28	28	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr5	39	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr6	30	0				
k16_53d43eac	HSat3	G4	chr7	39	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr8	36	0				
k16_53d43eac	HSat3	G4	chr9	27	27	2.0	1.9259259259259258	0.1356495709747107	0.0
k16_53d43eac	HSat3	G4	chr10	39	39	38.0	36.82051282051282	58.30481195378572	0.9487179487179487
k16_53d43eac	HSat3	G4	chr11	39	0				
k16_53d43eac	HSat3	G4	chr12	37	0				
k16_53d43eac	HSat3	G4	chr13	0	0				
k16_53d43eac	HSat3	G4	chr14	0	0				
k16_53d43eac	HSat3	G4	chr15	0	0				
k16_53d43eac	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr17	25	25	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr18	27	0				
k16_53d43eac	HSat3	G4	chr19	35	0				
k16_53d43eac	HSat3	G4	chr20	39	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G4	chr21	0	0				
k16_53d43eac	HSat3	G4	chr22	0	0				
k16_53d43eac	HSat3	G4	chrX	30	0				
k16_53d43eac	HSat3	G4	chrY	1	1	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G5	chr1	31	30	1.0	1.2333333333333334	1.506315144822227	0.0
k16_53d43eac	HSat3	G5	chr2	39	39	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G5	chr3	26	26	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G5	chr4	40	40	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G5	chr5	47	47	0.0	0.3191489361702128	0.47370413103161546	0.0
k16_53d43eac	HSat3	G5	chr6	37	0				
k16_53d43eac	HSat3	G5	chr7	47	47	0.0	0.0	0.0	0.0
k16_53d43eac	HSat3	G5	chr8	45	0				
k16_53d43eac	HSat3	G5	chr9	40	40	2.0	2.175	0.1449364120479422	0.0
