query_index	kmer_id	region	exact_distance	query_position_1based	weighted_count
37	k16_4f6fd4d6	background	1	5	870
37	k16_4f6fd4d6	background	1	6	6856
37	k16_4f6fd4d6	background	1	7	47
37	k16_4f6fd4d6	background	1	8	8
37	k16_4f6fd4d6	background	1	9	14
37	k16_4f6fd4d6	background	1	10	36
37	k16_4f6fd4d6	background	1	11	13
37	k16_4f6fd4d6	background	1	12	15
37	k16_4f6fd4d6	background	1	13	30
37	k16_4f6fd4d6	background	1	14	959
37	k16_4f6fd4d6	background	1	15	224
37	k16_4f6fd4d6	background	1	16	1021
37	k16_4f6fd4d6	background	2	1	4955
37	k16_4f6fd4d6	background	2	2	10511
37	k16_4f6fd4d6	background	2	3	11762
37	k16_4f6fd4d6	background	2	4	9013
37	k16_4f6fd4d6	background	2	5	34499
37	k16_4f6fd4d6	background	2	6	87716
37	k16_4f6fd4d6	background	2	7	57549
37	k16_4f6fd4d6	background	2	8	11350
37	k16_4f6fd4d6	background	2	9	3867
37	k16_4f6fd4d6	background	2	10	10302
37	k16_4f6fd4d6	background	2	11	10557
37	k16_4f6fd4d6	background	2	12	10743
37	k16_4f6fd4d6	background	2	13	7585
37	k16_4f6fd4d6	background	2	14	71897
37	k16_4f6fd4d6	background	2	15	54119
37	k16_4f6fd4d6	background	2	16	79855
38	k16_51d8e3d4	HSat2	1	1	22619
38	k16_51d8e3d4	HSat2	1	2	24077
38	k16_51d8e3d4	HSat2	1	3	24583
38	k16_51d8e3d4	HSat2	1	4	21965341
38	k16_51d8e3d4	HSat2	1	5	6951
38	k16_51d8e3d4	HSat2	1	6	109627
38	k16_51d8e3d4	HSat2	1	7	77357
38	k16_51d8e3d4	HSat2	1	8	120785
38	k16_51d8e3d4	HSat2	1	9	16690
38	k16_51d8e3d4	HSat2	1	10	15994
38	k16_51d8e3d4	HSat2	1	11	11969
38	k16_51d8e3d4	HSat2	1	12	4746
38	k16_51d8e3d4	HSat2	1	13	7391
38	k16_51d8e3d4	HSat2	1	14	104533
38	k16_51d8e3d4	HSat2	1	15	82746
38	k16_51d8e3d4	HSat2	1	16	33566
38	k16_51d8e3d4	HSat2	2	1	1975104
38	k16_51d8e3d4	HSat2	2	2	291895
38	k16_51d8e3d4	HSat2	2	3	1006307
38	k16_51d8e3d4	HSat2	2	4	44064006
38	k16_51d8e3d4	HSat2	2	5	1188545
38	k16_51d8e3d4	HSat2	2	6	14642160
38	k16_51d8e3d4	HSat2	2	7	10327257
38	k16_51d8e3d4	HSat2	2	8	463090
38	k16_51d8e3d4	HSat2	2	9	572440
38	k16_51d8e3d4	HSat2	2	10	541600
38	k16_51d8e3d4	HSat2	2	11	1030393
38	k16_51d8e3d4	HSat2	2	12	711276
38	k16_51d8e3d4	HSat2	2	13	734940
38	k16_51d8e3d4	HSat2	2	14	5794081
38	k16_51d8e3d4	HSat2	2	15	3094474
38	k16_51d8e3d4	HSat2	2	16	2924388
38	k16_51d8e3d4	HSat3	1	1	0
38	k16_51d8e3d4	HSat3	1	2	0
38	k16_51d8e3d4	HSat3	1	3	0
38	k16_51d8e3d4	HSat3	1	4	6529
38	k16_51d8e3d4	HSat3	1	5	0
38	k16_51d8e3d4	HSat3	1	6	154
38	k16_51d8e3d4	HSat3	1	7	0
38	k16_51d8e3d4	HSat3	1	8	10
38	k16_51d8e3d4	HSat3	1	9	0
38	k16_51d8e3d4	HSat3	1	10	0
38	k16_51d8e3d4	HSat3	1	11	0
38	k16_51d8e3d4	HSat3	1	12	0
38	k16_51d8e3d4	HSat3	1	13	0
38	k16_51d8e3d4	HSat3	1	14	63
38	k16_51d8e3d4	HSat3	1	15	0
38	k16_51d8e3d4	HSat3	1	16	0
38	k16_51d8e3d4	HSat3	2	1	913
38	k16_51d8e3d4	HSat3	2	2	129
38	k16_51d8e3d4	HSat3	2	3	646
38	k16_51d8e3d4	HSat3	2	4	10400
38	k16_51d8e3d4	HSat3	2	5	138
38	k16_51d8e3d4	HSat3	2	6	3148
38	k16_51d8e3d4	HSat3	2	7	4146
38	k16_51d8e3d4	HSat3	2	8	1521
38	k16_51d8e3d4	HSat3	2	9	648
38	k16_51d8e3d4	HSat3	2	10	822
38	k16_51d8e3d4	HSat3	2	11	1017
38	k16_51d8e3d4	HSat3	2	12	0
38	k16_51d8e3d4	HSat3	2	13	2
38	k16_51d8e3d4	HSat3	2	14	493
38	k16_51d8e3d4	HSat3	2	15	446
38	k16_51d8e3d4	HSat3	2	16	53
38	k16_51d8e3d4	HSat23	1	1	22619
38	k16_51d8e3d4	HSat23	1	2	24077
38	k16_51d8e3d4	HSat23	1	3	24583
38	k16_51d8e3d4	HSat23	1	4	21972140
38	k16_51d8e3d4	HSat23	1	5	6951
38	k16_51d8e3d4	HSat23	1	6	109781
38	k16_51d8e3d4	HSat23	1	7	77357
38	k16_51d8e3d4	HSat23	1	8	120795
38	k16_51d8e3d4	HSat23	1	9	16690
38	k16_51d8e3d4	HSat23	1	10	15994
38	k16_51d8e3d4	HSat23	1	11	11969
38	k16_51d8e3d4	HSat23	1	12	4746
38	k16_51d8e3d4	HSat23	1	13	7391
38	k16_51d8e3d4	HSat23	1	14	104599
38	k16_51d8e3d4	HSat23	1	15	82746
38	k16_51d8e3d4	HSat23	1	16	33566
38	k16_51d8e3d4	HSat23	2	1	1976017
38	k16_51d8e3d4	HSat23	2	2	292029
38	k16_51d8e3d4	HSat23	2	3	1006964
38	k16_51d8e3d4	HSat23	2	4	44074648
38	k16_51d8e3d4	HSat23	2	5	1188684
38	k16_51d8e3d4	HSat23	2	6	14645376
38	k16_51d8e3d4	HSat23	2	7	10331497
38	k16_51d8e3d4	HSat23	2	8	464611
38	k16_51d8e3d4	HSat23	2	9	573107
38	k16_51d8e3d4	HSat23	2	10	542438
38	k16_51d8e3d4	HSat23	2	11	1031410
38	k16_51d8e3d4	HSat23	2	12	711276
38	k16_51d8e3d4	HSat23	2	13	734942
38	k16_51d8e3d4	HSat23	2	14	5794592
38	k16_51d8e3d4	HSat23	2	15	3094929
38	k16_51d8e3d4	HSat23	2	16	2924442
38	k16_51d8e3d4	background	1	1	97
38	k16_51d8e3d4	background	1	2	513
38	k16_51d8e3d4	background	1	3	43
38	k16_51d8e3d4	background	1	4	63981
38	k16_51d8e3d4	background	1	5	489
38	k16_51d8e3d4	background	1	6	3818
38	k16_51d8e3d4	background	1	7	3078
38	k16_51d8e3d4	background	1	8	392
38	k16_51d8e3d4	background	1	9	23
38	k16_51d8e3d4	background	1	10	30
38	k16_51d8e3d4	background	1	11	54
38	k16_51d8e3d4	background	1	12	11
38	k16_51d8e3d4	background	1	13	433
38	k16_51d8e3d4	background	1	14	1065
38	k16_51d8e3d4	background	1	15	320
38	k16_51d8e3d4	background	1	16	170
38	k16_51d8e3d4	background	2	1	38234
38	k16_51d8e3d4	background	2	2	21056
38	k16_51d8e3d4	background	2	3	30253
38	k16_51d8e3d4	background	2	4	139019
38	k16_51d8e3d4	background	2	5	18134
38	k16_51d8e3d4	background	2	6	145984
38	k16_51d8e3d4	background	2	7	141856
38	k16_51d8e3d4	background	2	8	35945
38	k16_51d8e3d4	background	2	9	42414
38	k16_51d8e3d4	background	2	10	28146
38	k16_51d8e3d4	background	2	11	20637
38	k16_51d8e3d4	background	2	12	16441
38	k16_51d8e3d4	background	2	13	15866
38	k16_51d8e3d4	background	2	14	32988
38	k16_51d8e3d4	background	2	15	26367
38	k16_51d8e3d4	background	2	16	26198
39	k16_51da7e3d	HSat2	1	1	0
39	k16_51da7e3d	HSat2	1	2	0
39	k16_51da7e3d	HSat2	1	3	0
39	k16_51da7e3d	HSat2	1	4	0
39	k16_51da7e3d	HSat2	1	5	0
39	k16_51da7e3d	HSat2	1	6	0
39	k16_51da7e3d	HSat2	1	7	0
39	k16_51da7e3d	HSat2	1	8	0
39	k16_51da7e3d	HSat2	1	9	26
39	k16_51da7e3d	HSat2	1	10	0
39	k16_51da7e3d	HSat2	1	11	0
39	k16_51da7e3d	HSat2	1	12	0
39	k16_51da7e3d	HSat2	1	13	0
39	k16_51da7e3d	HSat2	1	14	0
39	k16_51da7e3d	HSat2	1	15	0
39	k16_51da7e3d	HSat2	1	16	0
39	k16_51da7e3d	HSat2	2	1	1
39	k16_51da7e3d	HSat2	2	2	188
39	k16_51da7e3d	HSat2	2	3	0
39	k16_51da7e3d	HSat2	2	4	4476
39	k16_51da7e3d	HSat2	2	5	1
39	k16_51da7e3d	HSat2	2	6	3
39	k16_51da7e3d	HSat2	2	7	2
39	k16_51da7e3d	HSat2	2	8	4304
39	k16_51da7e3d	HSat2	2	9	59
39	k16_51da7e3d	HSat2	2	10	0
39	k16_51da7e3d	HSat2	2	11	27
39	k16_51da7e3d	HSat2	2	12	16
39	k16_51da7e3d	HSat2	2	13	0
39	k16_51da7e3d	HSat2	2	14	1
39	k16_51da7e3d	HSat2	2	15	0
39	k16_51da7e3d	HSat2	2	16	2
39	k16_51da7e3d	HSat3	1	1	29494
39	k16_51da7e3d	HSat3	1	2	4514
39	k16_51da7e3d	HSat3	1	3	2311
39	k16_51da7e3d	HSat3	1	4	9645
39	k16_51da7e3d	HSat3	1	5	8614
39	k16_51da7e3d	HSat3	1	6	34311
39	k16_51da7e3d	HSat3	1	7	19988
39	k16_51da7e3d	HSat3	1	8	46637
39	k16_51da7e3d	HSat3	1	9	6294526
39	k16_51da7e3d	HSat3	1	10	944
39	k16_51da7e3d	HSat3	1	11	8223
39	k16_51da7e3d	HSat3	1	12	10071
39	k16_51da7e3d	HSat3	1	13	17685
39	k16_51da7e3d	HSat3	1	14	880
39	k16_51da7e3d	HSat3	1	15	1489
39	k16_51da7e3d	HSat3	1	16	6210
39	k16_51da7e3d	HSat3	2	1	10698651
39	k16_51da7e3d	HSat3	2	2	333545
39	k16_51da7e3d	HSat3	2	3	323117
39	k16_51da7e3d	HSat3	2	4	1351535
39	k16_51da7e3d	HSat3	2	5	252029
39	k16_51da7e3d	HSat3	2	6	772937
39	k16_51da7e3d	HSat3	2	7	2528072
39	k16_51da7e3d	HSat3	2	8	4849563
39	k16_51da7e3d	HSat3	2	9	23456581
39	k16_51da7e3d	HSat3	2	10	680026
39	k16_51da7e3d	HSat3	2	11	149636
39	k16_51da7e3d	HSat3	2	12	839945
39	k16_51da7e3d	HSat3	2	13	362411
39	k16_51da7e3d	HSat3	2	14	233926
39	k16_51da7e3d	HSat3	2	15	140557
39	k16_51da7e3d	HSat3	2	16	326279
39	k16_51da7e3d	HSat23	1	1	29494
39	k16_51da7e3d	HSat23	1	2	4514
39	k16_51da7e3d	HSat23	1	3	2311
39	k16_51da7e3d	HSat23	1	4	9645
39	k16_51da7e3d	HSat23	1	5	8614
39	k16_51da7e3d	HSat23	1	6	34311
39	k16_51da7e3d	HSat23	1	7	19988
39	k16_51da7e3d	HSat23	1	8	46637
39	k16_51da7e3d	HSat23	1	9	6294556
39	k16_51da7e3d	HSat23	1	10	944
39	k16_51da7e3d	HSat23	1	11	8223
39	k16_51da7e3d	HSat23	1	12	10071
39	k16_51da7e3d	HSat23	1	13	17685
39	k16_51da7e3d	HSat23	1	14	880
39	k16_51da7e3d	HSat23	1	15	1489
39	k16_51da7e3d	HSat23	1	16	6210
39	k16_51da7e3d	HSat23	2	1	10698652
39	k16_51da7e3d	HSat23	2	2	333733
39	k16_51da7e3d	HSat23	2	3	323117
39	k16_51da7e3d	HSat23	2	4	1356011
39	k16_51da7e3d	HSat23	2	5	252030
39	k16_51da7e3d	HSat23	2	6	772940
39	k16_51da7e3d	HSat23	2	7	2528074
39	k16_51da7e3d	HSat23	2	8	4853867
39	k16_51da7e3d	HSat23	2	9	23456640
39	k16_51da7e3d	HSat23	2	10	680026
39	k16_51da7e3d	HSat23	2	11	149663
39	k16_51da7e3d	HSat23	2	12	839961
39	k16_51da7e3d	HSat23	2	13	362411
39	k16_51da7e3d	HSat23	2	14	233927
39	k16_51da7e3d	HSat23	2	15	140557
39	k16_51da7e3d	HSat23	2	16	326281
39	k16_51da7e3d	background	1	1	512
39	k16_51da7e3d	background	1	2	4
39	k16_51da7e3d	background	1	3	3
39	k16_51da7e3d	background	1	4	3
39	k16_51da7e3d	background	1	5	389
39	k16_51da7e3d	background	1	6	600
39	k16_51da7e3d	background	1	7	885
39	k16_51da7e3d	background	1	8	29
39	k16_51da7e3d	background	1	9	1864
39	k16_51da7e3d	background	1	10	423
39	k16_51da7e3d	background	1	11	34
39	k16_51da7e3d	background	1	12	5
39	k16_51da7e3d	background	1	13	302
39	k16_51da7e3d	background	1	14	521
39	k16_51da7e3d	background	1	15	1
39	k16_51da7e3d	background	1	16	9
39	k16_51da7e3d	background	2	1	27144
39	k16_51da7e3d	background	2	2	10351
39	k16_51da7e3d	background	2	3	11708
39	k16_51da7e3d	background	2	4	14790
39	k16_51da7e3d	background	2	5	14419
39	k16_51da7e3d	background	2	6	66403
39	k16_51da7e3d	background	2	7	71951
39	k16_51da7e3d	background	2	8	25045
39	k16_51da7e3d	background	2	9	18463
39	k16_51da7e3d	background	2	10	17164
39	k16_51da7e3d	background	2	11	13196
39	k16_51da7e3d	background	2	12	27498
39	k16_51da7e3d	background	2	13	35204
39	k16_51da7e3d	background	2	14	15168
39	k16_51da7e3d	background	2	15	14545
39	k16_51da7e3d	background	2	16	17503
40	k16_51dabc3c	HSat2	1	1	0
40	k16_51dabc3c	HSat2	1	2	0
40	k16_51dabc3c	HSat2	1	3	0
40	k16_51dabc3c	HSat2	1	4	1
40	k16_51dabc3c	HSat2	1	5	0
40	k16_51dabc3c	HSat2	1	6	0
40	k16_51dabc3c	HSat2	1	7	0
40	k16_51dabc3c	HSat2	1	8	467
40	k16_51dabc3c	HSat2	1	9	0
40	k16_51dabc3c	HSat2	1	10	0
40	k16_51dabc3c	HSat2	1	11	0
40	k16_51dabc3c	HSat2	1	12	0
40	k16_51dabc3c	HSat2	1	13	0
40	k16_51dabc3c	HSat2	1	14	0
40	k16_51dabc3c	HSat2	1	15	0
40	k16_51dabc3c	HSat2	1	16	0
40	k16_51dabc3c	HSat2	2	1	0
40	k16_51dabc3c	HSat2	2	2	0
40	k16_51dabc3c	HSat2	2	3	0
40	k16_51dabc3c	HSat2	2	4	11436
40	k16_51dabc3c	HSat2	2	5	0
40	k16_51dabc3c	HSat2	2	6	0
40	k16_51dabc3c	HSat2	2	7	0
40	k16_51dabc3c	HSat2	2	8	13
40	k16_51dabc3c	HSat2	2	9	1
40	k16_51dabc3c	HSat2	2	10	0
40	k16_51dabc3c	HSat2	2	11	630
40	k16_51dabc3c	HSat2	2	12	11820
40	k16_51dabc3c	HSat2	2	13	0
40	k16_51dabc3c	HSat2	2	14	0
40	k16_51dabc3c	HSat2	2	15	0
40	k16_51dabc3c	HSat2	2	16	38
40	k16_51dabc3c	HSat3	1	1	539
40	k16_51dabc3c	HSat3	1	2	23
40	k16_51dabc3c	HSat3	1	3	49
40	k16_51dabc3c	HSat3	1	4	32192
40	k16_51dabc3c	HSat3	1	5	0
40	k16_51dabc3c	HSat3	1	6	475
40	k16_51dabc3c	HSat3	1	7	1243
40	k16_51dabc3c	HSat3	1	8	340
40	k16_51dabc3c	HSat3	1	9	159
40	k16_51dabc3c	HSat3	1	10	0
40	k16_51dabc3c	HSat3	1	11	2
40	k16_51dabc3c	HSat3	1	12	50468
40	k16_51dabc3c	HSat3	1	13	6
40	k16_51dabc3c	HSat3	1	14	6
40	k16_51dabc3c	HSat3	1	15	1
40	k16_51dabc3c	HSat3	1	16	90075
40	k16_51dabc3c	HSat3	2	1	398666
40	k16_51dabc3c	HSat3	2	2	63094
40	k16_51dabc3c	HSat3	2	3	10176
40	k16_51dabc3c	HSat3	2	4	169732
40	k16_51dabc3c	HSat3	2	5	4786
40	k16_51dabc3c	HSat3	2	6	33622
40	k16_51dabc3c	HSat3	2	7	91279
40	k16_51dabc3c	HSat3	2	8	82528
40	k16_51dabc3c	HSat3	2	9	16092
40	k16_51dabc3c	HSat3	2	10	7231
40	k16_51dabc3c	HSat3	2	11	6923
40	k16_51dabc3c	HSat3	2	12	7307328
40	k16_51dabc3c	HSat3	2	13	9526
40	k16_51dabc3c	HSat3	2	14	28541
40	k16_51dabc3c	HSat3	2	15	5460
40	k16_51dabc3c	HSat3	2	16	7151858
40	k16_51dabc3c	HSat23	1	1	539
40	k16_51dabc3c	HSat23	1	2	23
40	k16_51dabc3c	HSat23	1	3	49
40	k16_51dabc3c	HSat23	1	4	32193
40	k16_51dabc3c	HSat23	1	5	0
40	k16_51dabc3c	HSat23	1	6	475
40	k16_51dabc3c	HSat23	1	7	1243
40	k16_51dabc3c	HSat23	1	8	807
40	k16_51dabc3c	HSat23	1	9	159
40	k16_51dabc3c	HSat23	1	10	0
40	k16_51dabc3c	HSat23	1	11	2
40	k16_51dabc3c	HSat23	1	12	50468
40	k16_51dabc3c	HSat23	1	13	6
40	k16_51dabc3c	HSat23	1	14	6
40	k16_51dabc3c	HSat23	1	15	1
40	k16_51dabc3c	HSat23	1	16	90075
40	k16_51dabc3c	HSat23	2	1	398666
40	k16_51dabc3c	HSat23	2	2	63094
40	k16_51dabc3c	HSat23	2	3	10176
40	k16_51dabc3c	HSat23	2	4	181168
40	k16_51dabc3c	HSat23	2	5	4786
40	k16_51dabc3c	HSat23	2	6	33622
40	k16_51dabc3c	HSat23	2	7	91279
40	k16_51dabc3c	HSat23	2	8	82541
40	k16_51dabc3c	HSat23	2	9	16093
40	k16_51dabc3c	HSat23	2	10	7231
40	k16_51dabc3c	HSat23	2	11	7553
40	k16_51dabc3c	HSat23	2	12	7319150
40	k16_51dabc3c	HSat23	2	13	9526
40	k16_51dabc3c	HSat23	2	14	28541
40	k16_51dabc3c	HSat23	2	15	5460
40	k16_51dabc3c	HSat23	2	16	7151898
40	k16_51dabc3c	background	1	1	0
40	k16_51dabc3c	background	1	2	1
40	k16_51dabc3c	background	1	3	0
40	k16_51dabc3c	background	1	4	1
40	k16_51dabc3c	background	1	5	39
40	k16_51dabc3c	background	1	6	804
40	k16_51dabc3c	background	1	7	1913
40	k16_51dabc3c	background	1	8	1
40	k16_51dabc3c	background	1	9	0
40	k16_51dabc3c	background	1	10	873
40	k16_51dabc3c	background	1	11	0
40	k16_51dabc3c	background	1	12	29
40	k16_51dabc3c	background	1	13	0
40	k16_51dabc3c	background	1	14	0
40	k16_51dabc3c	background	1	15	0
40	k16_51dabc3c	background	1	16	60
40	k16_51dabc3c	background	2	1	13422
40	k16_51dabc3c	background	2	2	15515
40	k16_51dabc3c	background	2	3	10653
40	k16_51dabc3c	background	2	4	13824
40	k16_51dabc3c	background	2	5	11781
40	k16_51dabc3c	background	2	6	55343
40	k16_51dabc3c	background	2	7	60179
40	k16_51dabc3c	background	2	8	13286
40	k16_51dabc3c	background	2	9	20825
40	k16_51dabc3c	background	2	10	12014
40	k16_51dabc3c	background	2	11	15542
40	k16_51dabc3c	background	2	12	14791
40	k16_51dabc3c	background	2	13	10550
40	k16_51dabc3c	background	2	14	9095
40	k16_51dabc3c	background	2	15	8663
40	k16_51dabc3c	background	2	16	17365
41	k16_53d43eac	HSat2	1	1	0
41	k16_53d43eac	HSat2	1	2	0
41	k16_53d43eac	HSat2	1	3	0
41	k16_53d43eac	HSat2	1	4	0
41	k16_53d43eac	HSat2	1	5	0
41	k16_53d43eac	HSat2	1	6	0
41	k16_53d43eac	HSat2	1	7	0
41	k16_53d43eac	HSat2	1	8	0
41	k16_53d43eac	HSat2	1	9	0
41	k16_53d43eac	HSat2	1	10	0
41	k16_53d43eac	HSat2	1	11	0
41	k16_53d43eac	HSat2	1	12	0
41	k16_53d43eac	HSat2	1	13	0
41	k16_53d43eac	HSat2	1	14	0
41	k16_53d43eac	HSat2	1	15	0
41	k16_53d43eac	HSat2	1	16	0
41	k16_53d43eac	HSat2	2	1	0
41	k16_53d43eac	HSat2	2	2	0
41	k16_53d43eac	HSat2	2	3	0
41	k16_53d43eac	HSat2	2	4	0
41	k16_53d43eac	HSat2	2	5	0
41	k16_53d43eac	HSat2	2	6	0
41	k16_53d43eac	HSat2	2	7	0
41	k16_53d43eac	HSat2	2	8	0
41	k16_53d43eac	HSat2	2	9	927
41	k16_53d43eac	HSat2	2	10	0
41	k16_53d43eac	HSat2	2	11	0
41	k16_53d43eac	HSat2	2	12	12
41	k16_53d43eac	HSat2	2	13	1274
41	k16_53d43eac	HSat2	2	14	233
41	k16_53d43eac	HSat2	2	15	735
41	k16_53d43eac	HSat2	2	16	1
41	k16_53d43eac	HSat3	1	1	231
41	k16_53d43eac	HSat3	1	2	211
41	k16_53d43eac	HSat3	1	3	12
41	k16_53d43eac	HSat3	1	4	1
41	k16_53d43eac	HSat3	1	5	4
41	k16_53d43eac	HSat3	1	6	20
41	k16_53d43eac	HSat3	1	7	19
41	k16_53d43eac	HSat3	1	8	2
41	k16_53d43eac	HSat3	1	9	45812
41	k16_53d43eac	HSat3	1	10	479
41	k16_53d43eac	HSat3	1	11	10125
41	k16_53d43eac	HSat3	1	12	17
41	k16_53d43eac	HSat3	1	13	236
41	k16_53d43eac	HSat3	1	14	670
41	k16_53d43eac	HSat3	1	15	1102
41	k16_53d43eac	HSat3	1	16	148246
41	k16_53d43eac	HSat3	2	1	29859
41	k16_53d43eac	HSat3	2	2	3367
41	k16_53d43eac	HSat3	2	3	11101
41	k16_53d43eac	HSat3	2	4	30511
41	k16_53d43eac	HSat3	2	5	9222
41	k16_53d43eac	HSat3	2	6	36961
41	k16_53d43eac	HSat3	2	7	14890
41	k16_53d43eac	HSat3	2	8	12271
41	k16_53d43eac	HSat3	2	9	2799194
41	k16_53d43eac	HSat3	2	10	21445
41	k16_53d43eac	HSat3	2	11	2338928
41	k16_53d43eac	HSat3	2	12	26491
41	k16_53d43eac	HSat3	2	13	74995
41	k16_53d43eac	HSat3	2	14	35970
41	k16_53d43eac	HSat3	2	15	8541
41	k16_53d43eac	HSat3	2	16	1414810
41	k16_53d43eac	HSat23	1	1	231
41	k16_53d43eac	HSat23	1	2	211
41	k16_53d43eac	HSat23	1	3	12
41	k16_53d43eac	HSat23	1	4	1
41	k16_53d43eac	HSat23	1	5	4
41	k16_53d43eac	HSat23	1	6	20
41	k16_53d43eac	HSat23	1	7	19
41	k16_53d43eac	HSat23	1	8	2
41	k16_53d43eac	HSat23	1	9	45812
41	k16_53d43eac	HSat23	1	10	479
41	k16_53d43eac	HSat23	1	11	10125
41	k16_53d43eac	HSat23	1	12	17
41	k16_53d43eac	HSat23	1	13	236
41	k16_53d43eac	HSat23	1	14	670
41	k16_53d43eac	HSat23	1	15	1102
41	k16_53d43eac	HSat23	1	16	148246
41	k16_53d43eac	HSat23	2	1	29859
41	k16_53d43eac	HSat23	2	2	3367
41	k16_53d43eac	HSat23	2	3	11101
41	k16_53d43eac	HSat23	2	4	30511
41	k16_53d43eac	HSat23	2	5	9222
41	k16_53d43eac	HSat23	2	6	36961
41	k16_53d43eac	HSat23	2	7	14890
41	k16_53d43eac	HSat23	2	8	12271
41	k16_53d43eac	HSat23	2	9	2800121
41	k16_53d43eac	HSat23	2	10	21445
41	k16_53d43eac	HSat23	2	11	2338928
41	k16_53d43eac	HSat23	2	12	26503
41	k16_53d43eac	HSat23	2	13	76269
41	k16_53d43eac	HSat23	2	14	36203
41	k16_53d43eac	HSat23	2	15	9276
41	k16_53d43eac	HSat23	2	16	1414811
41	k16_53d43eac	background	1	1	566
41	k16_53d43eac	background	1	2	893
41	k16_53d43eac	background	1	3	0
41	k16_53d43eac	background	1	4	0
41	k16_53d43eac	background	1	5	0
41	k16_53d43eac	background	1	6	859
41	k16_53d43eac	background	1	7	1565
41	k16_53d43eac	background	1	8	4
41	k16_53d43eac	background	1	9	2340
41	k16_53d43eac	background	1	10	586
41	k16_53d43eac	background	1	11	1131
41	k16_53d43eac	background	1	12	864
41	k16_53d43eac	background	1	13	916
41	k16_53d43eac	background	1	14	826
41	k16_53d43eac	background	1	15	2857
41	k16_53d43eac	background	1	16	33
41	k16_53d43eac	background	2	1	52684
41	k16_53d43eac	background	2	2	27955
41	k16_53d43eac	background	2	3	39979
41	k16_53d43eac	background	2	4	27773
41	k16_53d43eac	background	2	5	26718
41	k16_53d43eac	background	2	6	59322
41	k16_53d43eac	background	2	7	45159
41	k16_53d43eac	background	2	8	47566
41	k16_53d43eac	background	2	9	69370
41	k16_53d43eac	background	2	10	94760
41	k16_53d43eac	background	2	11	34184
41	k16_53d43eac	background	2	12	51963
41	k16_53d43eac	background	2	13	47105
41	k16_53d43eac	background	2	14	60626
41	k16_53d43eac	background	2	15	102890
41	k16_53d43eac	background	2	16	49054
42	k16_562e83b4	HSat2	1	1	0
42	k16_562e83b4	HSat2	1	2	0
42	k16_562e83b4	HSat2	1	3	0
42	k16_562e83b4	HSat2	1	4	0
42	k16_562e83b4	HSat2	1	5	0
42	k16_562e83b4	HSat2	1	6	0
42	k16_562e83b4	HSat2	1	7	0
42	k16_562e83b4	HSat2	1	8	0
42	k16_562e83b4	HSat2	1	9	0
42	k16_562e83b4	HSat2	1	10	0
42	k16_562e83b4	HSat2	1	11	0
42	k16_562e83b4	HSat2	1	12	0
42	k16_562e83b4	HSat2	1	13	0
42	k16_562e83b4	HSat2	1	14	0
42	k16_562e83b4	HSat2	1	15	0
42	k16_562e83b4	HSat2	1	16	0
42	k16_562e83b4	HSat2	2	1	0
42	k16_562e83b4	HSat2	2	2	72
42	k16_562e83b4	HSat2	2	3	0
42	k16_562e83b4	HSat2	2	4	0
42	k16_562e83b4	HSat2	2	5	0
42	k16_562e83b4	HSat2	2	6	72
42	k16_562e83b4	HSat2	2	7	0
42	k16_562e83b4	HSat2	2	8	0
42	k16_562e83b4	HSat2	2	9	0
42	k16_562e83b4	HSat2	2	10	0
42	k16_562e83b4	HSat2	2	11	0
42	k16_562e83b4	HSat2	2	12	0
42	k16_562e83b4	HSat2	2	13	4
42	k16_562e83b4	HSat2	2	14	6
42	k16_562e83b4	HSat2	2	15	6
42	k16_562e83b4	HSat2	2	16	0
42	k16_562e83b4	HSat3	1	1	473
42	k16_562e83b4	HSat3	1	2	14133
42	k16_562e83b4	HSat3	1	3	567
42	k16_562e83b4	HSat3	1	4	374
42	k16_562e83b4	HSat3	1	5	28
42	k16_562e83b4	HSat3	1	6	502
42	k16_562e83b4	HSat3	1	7	1845
42	k16_562e83b4	HSat3	1	8	185
42	k16_562e83b4	HSat3	1	9	3474
42	k16_562e83b4	HSat3	1	10	4
42	k16_562e83b4	HSat3	1	11	11685
42	k16_562e83b4	HSat3	1	12	284
42	k16_562e83b4	HSat3	1	13	569
42	k16_562e83b4	HSat3	1	14	1986883
42	k16_562e83b4	HSat3	1	15	74629
42	k16_562e83b4	HSat3	1	16	5
42	k16_562e83b4	HSat3	2	1	191105
42	k16_562e83b4	HSat3	2	2	2384888
42	k16_562e83b4	HSat3	2	3	141805
42	k16_562e83b4	HSat3	2	4	176182
42	k16_562e83b4	HSat3	2	5	133023
42	k16_562e83b4	HSat3	2	6	265382
42	k16_562e83b4	HSat3	2	7	69550
42	k16_562e83b4	HSat3	2	8	73129
42	k16_562e83b4	HSat3	2	9	713623
42	k16_562e83b4	HSat3	2	10	6988
42	k16_562e83b4	HSat3	2	11	25415
42	k16_562e83b4	HSat3	2	12	30353
42	k16_562e83b4	HSat3	2	13	110381
42	k16_562e83b4	HSat3	2	14	8675283
42	k16_562e83b4	HSat3	2	15	5782993
42	k16_562e83b4	HSat3	2	16	24906
42	k16_562e83b4	HSat23	1	1	473
42	k16_562e83b4	HSat23	1	2	14133
42	k16_562e83b4	HSat23	1	3	567
42	k16_562e83b4	HSat23	1	4	374
42	k16_562e83b4	HSat23	1	5	28
42	k16_562e83b4	HSat23	1	6	502
42	k16_562e83b4	HSat23	1	7	1845
